"mode","age","gender","income","hh_size","auto_avail","bike_avail","ttime.walk","ttime.bike","ttime.auto","ttime.transit","weight"
"auto",40,0,1835,4,1,1,118.01,41.73,25,27.29,0.257375109
"auto",41,1,2153,3,1,0,708.07,250.37,75,163.71,0.975535848
"auto",44,0,1608,4,1,0,29.57,10.45,20,6.84,0.201026264
"transit",16,0,1879,4,1,1,56.02,19.81,7.02,33,0.162196772
"auto",31,0,3031,2,1,1,295.03,104.32,30,68.21,3.115372625
"transit",50,1,807,1,0,0,168.2,59.47,21.07,45,1.771263443
"auto",52,1,4426,4,0.67,0,472.05,166.91,45,109.14,0.316202732
"auto",48,0,4286,4,0.67,1,118.01,41.73,15,27.29,0.405990544
"auto",60,0,3280,3,1,1,259.63,91.8,40,60.03,0.980038575
"auto",20,0,3491,3,1,0,259.63,91.8,30,60.03,1.944217306
"auto",36,0,2211,1,1,1,47.2,16.69,10,10.91,2.978694483
"auto",69,0,3041,2,1,0,47.2,16.69,10,10.91,0.778462733
"transit",26,1,907,1,1,1,1.12,0.4,0.14,1,6.626242856
"transit",55,0,1280,2,0,0,78.51,27.76,9.84,30,0.942772563
"transit",24,0,2975,5,0.5,1,11.18,3.95,1.4,15,0.858382622
"transit",50,0,2782,5,0.5,1,16.77,5.93,2.1,15,0.468639245
"walk",43,0,1085,2,1,1,15,8.61,3.05,5.63,2.547228324
"auto",52,1,6409,4,1,1,14.16,5.01,3,3.27,0.392417549
"auto",50,0,6213,4,1,1,9.44,3.34,2,2.18,0.37791424
"bike",42,1,3353,4,0.5,1,85.22,25,10.68,19.7,1.075609687
"auto",41,0,3583,4,0.5,1,94.41,33.38,15,21.83,1.120274138
"auto",58,1,4481,5,0.75,1,413.04,146.05,40,95.5,0.626107063
"bike",27,1,4084,5,0.75,1,12.17,10,1.53,2.81,1.094604239
"walk",28,1,1392,3,0.67,1,15,2.15,0.76,1.41,0.938574042
"auto",49,0,3015,4,1,1,94.41,33.38,30,21.83,0.808909767
"auto",42,1,3417,4,1,1,141.61,50.07,30,32.74,1.075935358
"bike",22,1,4854,8,0,1,30.43,10,3.81,7.04,0.64363638
"auto",54,0,4994,3,1,1,377.64,133.53,20,87.31,0.987645756
"auto",54,1,4662,3,1,1,236.02,83.46,40,54.57,0.948269095
"bike",42,0,3696,5,1,1,2.48,5,0.31,0.57,0.429269943
"walk",41,1,2955,4,0.5,1,15,4.3,1.53,2.81,1.002513055
"auto",39,1,1811,1,1,0,126.34,44.67,12,29.21,4.513445378
"auto",49,0,1954,2,1,1,141.61,50.07,16,32.74,1.0060994
"bike",46,0,2975,4,0.5,1,6.09,3,0.76,1.41,0.619098843
"bike",58,1,1407,2,0,1,60.87,45,7.63,14.07,3.258856098
"auto",57,0,2015,2,0.5,1,118.01,41.73,30,27.29,1.107988637
"auto",56,0,1743,3,0.5,1,129.81,45.9,20,30.01,0.36521203
"auto",62,1,2408,2,1,1,495.65,175.26,45,114.6,0.648353199
"auto",50,0,4074,4,0.67,1,153.42,54.25,20,35.47,0.558031149
"transit",20,1,4453,4,0.67,1,504.47,178.37,63.21,60,0.981366206
"auto",28,1,1935,3,0.5,0,236.02,83.46,40,54.57,1.444887371
"auto",61,1,2591,2,0.5,1,53.17,18.8,15,12.29,0.691449137
"auto",57,0,3511,4,0.5,1,413.04,146.05,35,95.5,0.11678306
"auto",56,0,2249,2,1,1,59.01,20.86,5,13.64,0.831246565
"transit",54,1,2742,2,0.5,1,89.69,31.71,11.24,30,0.729250438
"auto",53,1,6841,5,0.75,1,70.81,25.04,15,16.37,0.415155936
"auto",26,0,6740,5,0.75,1,47.2,16.69,15,10.91,0.806214385
"auto",21,1,6841,5,0.75,1,70.81,25.04,20,16.37,0.688660483
"auto",31,1,4043,3,1,1,684.47,242.02,40,158.26,1.386567671
"auto",33,1,2990,2,0.5,1,354.04,125.18,35,81.86,1.437390404
"auto",32,0,2965,2,0.5,1,306.83,108.49,30,70.94,1.384266079
"auto",62,1,4262,2,1,1,354.04,125.18,39,81.86,1.341598173
"auto",43,1,2320,2,1,1,35.4,12.52,10,8.19,0.226995841
"auto",42,0,2595,2,1,1,59.01,20.86,40,13.64,0.275138191
"auto",36,0,1105,1,1,1,885.09,312.96,65,204.64,3.874421774
"auto",63,1,5152,2,1,1,118.01,41.73,10,27.29,0.465448006
"bike",56,0,3477,2,0.5,1,6.09,2,0.76,1.41,1.01711352
"auto",33,1,3597,6,0.5,1,177.02,62.59,20,40.93,1.04594117
"auto",47,0,1599,2,1,1,94.41,33.38,30,21.83,0.639734013
"auto",52,1,3964,4,0.5,1,70.81,25.04,25,16.37,0.892713295
"transit",46,0,3777,4,0.5,1,84.1,29.74,10.54,35,0.945766019
"auto",64,0,1762,2,1,0,194.78,68.87,30,45.04,0.380596126
"transit",60,0,953,1,0,0,112.17,39.66,14.05,35,0.817413748
"transit",39,1,2263,2,0.5,1,33.66,11.9,4.22,15,2.758461598
"auto",47,1,4553,3,0.67,1,259.63,91.8,25,60.03,0.757665365
"bike",48,0,4583,3,0.67,1,24.35,10,3.05,5.63,0.716645879
"bike",24,0,4137,3,0.67,1,8.57,5,1.07,1.98,1.044392447
"auto",59,1,4781,2,1,1,767.08,271.23,60,177.36,1.444495523
"auto",37,0,2263,4,1,1,295.03,104.32,55,68.21,0.400594377
"auto",40,1,3187,3,1.5,1,306.83,108.49,60,70.94,1.910156189
"auto",42,0,3491,2,1,1,1062.11,375.55,70,245.57,1.126013235
"auto",46,0,2246,2,0.5,1,165.22,58.42,15,38.2,3.073559384
"auto",40,0,1783,4,1,1,118.01,41.73,15,27.29,1.085400033
"walk",25,1,1916,1,1,0,10,4.3,1.53,2.81,8.36098445
"transit",36,1,4728,4,1,1,381.12,134.76,47.75,38,3.156042034
"auto",56,1,3078,3,0.33,1,47.2,16.69,7,10.91,0.763440784
"bike",51,0,3204,3,0.33,1,9.69,6,1.21,2.24,0.799853763
"bike",48,0,888,1,0,1,6.09,10,0.76,1.41,3.328790187
"walk",49,0,2883,4,0.5,1,35,15.07,5.34,9.85,0.373289052
"walk",57,1,2773,4,0.5,1,15,8.61,3.05,5.63,0.289020948
"auto",21,1,2936,4,0.5,1,17.76,6.28,10,4.11,0.532521582
"auto",59,1,2916,2,1,1,295.03,104.32,30,68.21,1.34094684
"auto",60,0,2699,2,1,1,129.81,45.9,30,30.01,1.026019582
"transit",62,1,2113,3,0.5,1,39.25,13.88,4.92,20,0.874065798
"bike",42,1,2791,6,0.5,1,85.22,25,10.68,19.7,0.466825944
"auto",46,0,2143,4,0.25,1,23.6,8.35,5,5.46,0.371032538
"bike",35,0,3051,2,0.5,1,73.04,25,9.15,16.89,1.625118402
"bike",32,0,3470,2,0.5,1,121.74,30,15.25,28.15,1.380368229
"bike",52,1,3198,2,0.5,1,194.78,40,24.4,45.04,1.109843514
"auto",47,0,2907,2,1,1,44.84,15.86,10,10.37,1.183783201
"bike",54,0,4538,4,0.5,1,3.6,5,0.45,0.83,0.353528192
"bike",49,0,3744,3,1,1,24.35,10,3.05,5.63,0.814844677
"auto",45,0,1395,1,1,1,165.22,58.42,18,38.2,2.35923893
"walk",43,0,2883,3,1,1,15,4.3,1.53,2.81,1.349178158
"auto",61,0,2215,1,1,1,566.46,200.29,70,130.97,0.842549508
"auto",42,0,3078,2,0.5,1,118.01,41.73,15,27.29,1.564411602
"auto",45,1,3518,2,0.5,1,236.02,83.46,20,54.57,1.195168773
"auto",60,1,3424,2,1,0,49.57,17.53,8,11.46,1.600863021
"auto",42,0,3437,3,2,0,472.05,166.91,60,109.14,0.365521378
"auto",39,1,6409,2,1,1,129.81,45.9,15,30.01,1.729776652
"auto",35,0,6213,2,1,1,177.02,62.59,10,40.93,1.758642419
"auto",54,1,4192,4,0.67,1,59.01,20.86,20,13.64,0.614086
"bike",44,1,3946,5,0.5,1,158.26,40,19.83,36.59,0.884257435
"auto",41,1,2034,1,1,1,59.01,20.86,10,13.64,3.445529984
"auto",26,0,2488,2,0,0,271.43,95.97,40,62.76,2.693209935
"auto",54,0,3540,4,1,0,472.05,166.91,35,109.14,0.159377958
"transit",49,1,910,1,0,1,77.39,27.36,9.7,40,2.506496726
"auto",41,1,3227,4,0.5,1,318.63,112.66,35,73.67,0.845667394
"walk",68,1,7566,2,1,1,5,1.27,0.45,0.83,0.876843308
"auto",55,1,4105,2,1,1,507.45,179.43,55,117.33,0.636621193
"auto",55,0,4238,2,1,1,106.21,37.55,25,24.56,0.647244853
"auto",59,0,3720,2,1,0,94.41,33.38,10,21.83,0.97423605
"auto",39,0,6045,2,1,1,23.6,8.35,5,5.46,1.30058278
"walk",28,1,1046,1,1,0,10,2.15,0.76,1.41,3.831486699
"bike",78,1,2194,2,1,1,48.7,30,6.1,11.26,1.740105237
"auto",62,1,2160,2,1,1,147.58,52.18,25,34.12,0.650221557
"bike",43,1,1841,4,0.5,1,158.26,45,19.83,36.59,0.559305119
"auto",64,1,2306,2,1,1,70.81,25.04,10,16.37,0.970028529
"transit",24,1,2327,2,0,0,67.33,23.81,8.44,27,1.462838373
"auto",52,1,5128,4,1,1,413.04,146.05,35,95.5,0.63971821
"auto",19,0,5152,4,1,1,413.04,146.05,40,95.5,0.770806452
"auto",45,0,2215,4,0.5,1,70.81,25.04,10,16.37,0.247824223
"transit",42,1,2174,4,0.5,1,89.69,31.71,11.24,30,0.295262997
"auto",39,1,2449,2,1,1,295.03,104.32,30,68.21,2.022603785
"transit",45,0,3532,4,0.5,1,11.18,3.95,1.4,75,0.727129042
"transit",19,0,1283,5,1,1,44.84,15.86,5.62,50,0.720906868
"auto",28,1,2249,3,0.5,1,15.4,5.45,4,3.56,1.350999097
"auto",28,0,2484,3,0.5,1,35.4,12.52,15,8.19,1.277856928
"auto",32,1,2716,4,0.5,1,212.42,75.11,20,49.11,1.170128759
"auto",60,1,3993,2,0.5,1,141.61,50.07,27,32.74,0.620611015
"auto",54,1,3417,3,1,0,141.61,50.07,20,32.74,0.228495477
"auto",55,0,3227,3,1,0,258.39,91.36,20,59.74,0.163915959
"bike",46,0,2769,3,0.5,1,48.7,10,6.1,11.26,0.834147907
"auto",50,1,6647,4,0.75,1,531.06,187.77,35,122.79,0.456791406
"auto",67,1,4226,1,1,1,177.02,62.59,15,40.93,1.644324886
"bike",47,1,7076,3,1,1,15.78,10,1.98,3.65,0.637362632
"bike",52,0,7377,3,1,1,15.78,10,1.98,3.65,0.421532326
"auto",43,1,3532,3,1,1,767.08,271.23,45,177.36,1.279074244
"bike",37,0,1960,3,0,1,36.52,10,4.58,8.44,1.915318797
"auto",22,0,3227,4,0.33,1,59.01,20.86,10,13.64,0.664571299
"bike",45,1,3372,4,0.33,1,36.52,20,4.58,8.44,0.482120162
"auto",57,0,1437,1,1,0,684.47,242.02,55,158.26,5.496153626
"auto",38,0,2083,2,0.5,0,53.17,18.8,20,12.29,0.918951774
"auto",37,1,2591,2,0.5,0,29.57,10.45,10,6.84,0.95565346
"auto",21,0,1470,2,0.5,1,413.04,146.05,45,95.5,1.21358405
"auto",50,1,5618,5,1,1,212.42,75.11,60,49.11,0.295689234
"walk",48,0,3353,1,0,1,3,0.44,0.16,0.29,1.361069696
"auto",46,1,1989,1,0,0,743.48,262.88,55,171.9,2.393594778
"auto",55,1,3443,2,1,1,389.44,137.7,30,90.04,0.799752867
"bike",54,0,2874,2,0.5,1,31.68,15,3.97,7.32,0.715480025
"auto",47,1,2566,3,0.5,1,106.21,37.55,15,24.56,1.091252372
"transit",70,0,1111,1,1,1,560.62,198.23,70.24,55,1.993606268
"bike",42,1,5201,2,0.5,1,206.96,50,25.93,47.85,0.998834538
"auto",48,1,2408,4,0.75,0,118.01,41.73,20,27.29,0.490258458
"auto",60,1,2786,2,0.5,0,35.4,12.52,10,8.19,1.077468178
"walk",46,0,3292,3,0.67,1,15,8.61,3.05,5.63,0.591851206
"auto",18,0,3347,3,0.67,0,59.01,20.86,15,13.64,1.154845386
"auto",59,0,3863,3,0.5,0,141.61,50.07,30,32.74,0.594448231
"auto",52,0,4973,3,1,1,35.4,12.52,3,8.19,0.208565198
"auto",54,1,4892,3,1,1,601.86,212.81,30,139.16,0.208349918
"transit",55,1,3794,2,0.5,1,369.94,130.81,46.35,60,0.749527688
"auto",55,0,3803,2,0.5,1,188.82,66.76,30,43.66,0.714345608
"auto",31,1,4074,3,1,1,460.25,162.74,30,106.41,1.594764227
"bike",37,0,6098,4,0.5,1,60.87,15,7.63,14.07,1.113305661
"bike",26,0,2044,2,0,1,12.17,5,1.53,2.81,0.987825335
"auto",56,1,2222,2,1,1,188.82,66.76,20,43.66,0.244585642
"auto",35,0,3262,3,1,1,94.41,33.38,15,21.83,2.014377211
"walk",47,1,2535,1,2,1,1,0.88,0.31,0.57,3.725259654
"auto",22,1,4181,3,1,1,590.06,208.64,35,136.43,0.282586627
"auto",46,1,4538,3,1,0,141.61,50.07,15,32.74,0.22983947
"auto",53,0,2523,2,1,1,82.61,29.21,15,19.1,0.958146382
"walk",53,1,2167,2,1,1,15,2.15,0.76,1.41,0.949662276
"walk",54,0,1280,2,0.5,1,5,0.88,0.31,0.57,1.096679728
"auto",33,1,3993,3,1,0,826.09,292.09,60,191,1.370377549
"auto",42,0,2970,5,1,1,23.6,8.35,7,5.46,0.917298246
"auto",52,1,4399,4,0.75,1,165.22,58.42,20,38.2,0.651696833
"transit",44,0,4439,4,0.75,1,89.69,31.71,11.24,45,0.907851531
"auto",23,0,4583,4,0.75,0,129.81,45.9,15,30.01,1.090692179
"bike",42,0,3010,2,0,1,109.57,20,13.73,25.33,1.388310326
"bike",39,1,3015,2,0,1,36.52,10,4.58,8.44,1.737222678
"auto",57,1,2661,2,0.5,1,200.62,70.94,20,46.39,0.679389069
"auto",48,1,1473,4,1,0,212.42,75.11,30,49.11,0.445289093
"auto",39,1,2331,1,1,0,153.42,54.25,15,35.47,5.553495536
"auto",46,1,6647,3,1,1,389.44,137.7,60,90.04,2.235828959
"auto",54,1,2678,3,1,1,177.02,62.59,20,40.93,0.476923995
"auto",47,1,2975,3,0.67,1,177.02,62.59,15,40.93,0.43038577
"walk",45,0,2764,3,0.67,1,1,0.44,0.16,0.29,0.41862943
"auto",25,0,3057,6,1,1,708.07,250.37,50,163.71,0.783621703
"auto",20,1,3244,6,1,1,118.01,41.73,15,27.29,0.652900245
"auto",18,0,3322,6,1,1,259.63,91.8,25,60.03,0.443949509
"auto",52,1,2382,1,1,1,188.82,66.76,25,43.66,2.76286861
"auto",57,0,3704,3,1,1,236.02,83.46,30,54.57,0.393172868
"auto",56,1,2457,4,0.75,1,18.88,6.68,10,4.37,1.103237664
"bike",19,1,2507,4,0.75,1,8.57,3,1.07,1.98,1.466947764
"transit",49,0,4952,4,1,1,840.87,297.32,105.35,80,0.293937937
"auto",29,0,3673,3,1,0,153.42,54.25,16,35.47,2.06573153
"auto",29,1,3890,3,1,0,141.61,50.07,12,32.74,2.031825305
"transit",55,0,2888,4,0.33,1,246.71,87.23,30.91,75,0.35145727
"transit",22,0,2955,4,0.33,1,50.43,17.83,6.32,30,0.647560611
"auto",22,1,3137,7,0.5,0,295.03,104.32,15,68.21,0.846571236
"auto",46,1,3280,5,1,1,177.02,62.59,45,40.93,0.728999066
"transit",49,1,2595,4,0.5,1,134.53,47.57,16.86,55,0.70892571
"walk",39,1,6740,6,0.67,1,5,4.3,1.53,2.81,0.887282374
"auto",22,0,6841,6,0.67,1,118.01,41.73,15,27.29,0.746326501
"transit",51,1,3627,3,1,1,358.76,126.85,44.95,70,0.327248697
"transit",50,0,3704,3,1,1,358.76,126.85,44.95,70,0.301357248
"auto",35,1,4495,3,0.67,1,70.81,25.04,7,16.37,3.299805672
"transit",53,1,2716,2,0.5,0,78.51,27.76,9.84,20,0.788309228
"auto",51,0,2652,2,0.5,0,271.43,95.97,25,62.76,0.789123759
"auto",42,0,3704,3,1.5,1,295.03,104.32,25,68.21,0.307888796
"auto",44,1,2367,4,1,1,129.81,45.9,15,30.01,1.122245836
"auto",41,0,2005,4,1,1,188.82,66.76,25,43.66,1.140973391
"auto",40,1,3511,4,1,1,177.02,62.59,30,40.93,0.823466797
"auto",56,0,2198,2,1,1,141.61,50.07,18,32.74,0.48043909
"auto",41,0,5654,4,0.5,1,153.42,54.25,20,35.47,0.817691176
"bike",41,1,5692,4,0.5,1,24.35,10,3.05,5.63,0.804269867
"transit",31,0,3378,3,0.5,1,134.53,47.57,16.86,35,2.150530886
"bike",32,1,2002,3,0.33,1,42.61,20,5.34,9.85,1.517017757
"auto",33,1,3993,2,0.5,1,59.01,20.86,20,13.64,4.206043346
"transit",29,0,3635,2,0.5,1,33.66,11.9,4.22,10,3.730793553
"auto",61,1,1234,2,0.5,1,236.02,83.46,35,54.57,0.293255814
"auto",35,0,3159,3,1,1,306.83,108.49,30,70.94,0.800818304
"auto",41,1,3477,3,1,1,318.63,112.66,25,73.67,0.81666065
"walk",38,1,3761,2,2,1,10,4.3,1.53,2.81,2.678074134
"auto",58,1,2313,2,1,0,23.6,8.35,5,5.46,1.696265752
"auto",57,0,2116,2,1,0,23.6,8.35,10,5.46,1.766702806
"auto",45,0,4678,2,1,1,23.6,8.35,5,5.46,0.706680946
"bike",38,1,2378,2,1,1,24.35,5,3.05,5.63,3.151477539
"auto",45,0,2699,3,1.5,1,413.04,146.05,30,95.5,0.867836404
"auto",46,1,2795,3,1.5,1,354.04,125.18,45,81.86,0.860151966
"auto",57,1,1111,1,1,0,94.41,33.38,15,21.83,1.408574638
"auto",44,1,2800,4,1,1,129.81,45.9,20,30.01,0.869034758
"walk",42,0,2611,4,1,1,10,4.3,1.53,2.81,0.883536835
"bike",48,1,701,2,0,1,48.7,25,6.1,11.26,1.074619187
"walk",51,0,518,2,0,1,30,6.46,2.29,4.22,0.907911463
"auto",46,1,3964,3,0.5,1,613.66,216.98,60,141.89,0.757665365
"auto",44,0,3005,4,0.5,1,29.57,10.45,5,6.84,0.388134839
"auto",61,0,4181,2,1,0,94.41,33.38,15,21.83,0.778977163
"transit",59,1,4298,2,1,0,269.07,95.14,33.71,60,0.805283615
"auto",16,1,1662,4,1.5,1,118.01,41.73,30,27.29,0.758190436
"auto",37,0,1719,1,1,1,177.02,62.59,25,40.93,3.819821196
"auto",42,0,3031,4,0.5,1,59.01,20.86,15,13.64,1.061260076
"auto",45,1,3590,4,0.5,0,41.37,14.63,8,9.56,0.810774416
"auto",37,0,7216,3,1,1,354.04,125.18,30,81.86,1.277635705
"auto",43,1,3353,3,1,0,944.1,333.82,60,218.29,1.062580538
"auto",28,0,3083,3,1,1,436.65,154.39,45,100.96,1.494495479
"auto",51,1,4781,2,1,1,129.81,45.9,10,30.01,3.108064939
"auto",50,0,4835,2,1,1,129.81,45.9,10,30.01,3.159930987
"auto",58,0,2980,2,0.5,1,41.37,14.63,15,9.56,1.719411923
"transit",47,0,4599,5,1,1,190.56,67.38,23.88,45,0.69086157
"walk",21,0,4568,5,1,1,7,4.3,1.53,2.81,1.091379824
"auto",26,0,2846,2,1,0,295.03,104.32,25,68.21,5.646667638
"auto",40,0,3268,4,1,1,82.61,29.21,12,19.1,0.631933762
"auto",42,1,2652,3,0.5,1,118.01,41.73,20,27.29,0.67411062
"auto",48,1,3026,3,0.67,1,47.2,16.69,15,10.91,0.672951693
"auto",45,0,3554,3,0.67,0,39.01,13.79,15,9.02,0.648080158
"bike",30,0,3148,2,0,1,30.43,10,3.81,7.04,0.999541793
"auto",44,0,2130,4,0.67,1,306.83,108.49,30,70.94,1.018997824
"auto",46,1,2299,4,0.67,1,295.03,104.32,30,68.21,0.706232901
"auto",51,1,2869,3,0.33,1,590.06,208.64,45,136.43,0.446827403
"auto",50,0,2955,3,0.33,1,23.6,8.35,5,5.46,0.422636473
"auto",49,0,1910,1,1,1,94.41,33.38,10,21.83,3.048693115
"auto",42,1,2990,2,0.5,1,224.22,79.28,25,51.84,0.677317483
"auto",55,1,4159,2,1,0,96.77,34.22,20,22.37,0.618055482
"transit",60,0,1026,1,0,0,44.84,15.86,5.62,30,0.609569862
"auto",47,1,3744,4,1,1,259.63,91.8,20,60.03,0.426897918
"auto",22,1,2864,4,1,1,70.81,25.04,15,16.37,0.69217939
"transit",47,1,2180,3,1,0,168.2,59.47,21.07,70,0.966907746
"auto",35,1,2123,2,1,1,165.22,58.42,20,38.2,1.837212331
"auto",55,1,1680,3,0.67,1,106.21,37.55,25,24.56,0.869501023
"auto",46,0,1228,1,2,0,507.45,179.43,50,117.33,1.971677123
"auto",36,1,3256,5,0.5,0,141.61,50.07,20,32.74,0.631937674
"auto",42,0,2755,2,1,1,424.84,150.22,45,98.23,2.28443251
"auto",44,1,2632,2,1,0,59.01,20.86,20,13.64,2.19335398
"auto",57,0,2850,2,0.5,1,259.63,91.8,30,60.03,1.438710233
"auto",59,1,2652,2,0.5,1,247.83,87.63,30,57.3,1.381349985
"auto",52,0,4053,2,1,1,70.81,25.04,15,16.37,1.492272402
"auto",52,1,4094,2,1,1,708.07,250.37,60,163.71,1.467778743
"auto",54,1,3280,2,1,1,566.46,200.29,55,130.97,0.709951507
"bike",50,0,1046,2,0.5,1,12.17,15,1.53,2.81,0.616503299
"auto",51,0,1996,3,1,1,141.61,50.07,20,32.74,0.2719909
"bike",46,1,3256,4,0.5,1,18.26,10,2.29,4.22,0.481713748
"bike",32,0,2945,2,0.5,1,36.52,30,4.58,8.44,3.574350146
"auto",62,0,2747,2,0.5,1,141.61,50.07,15,32.74,0.677901806
"auto",26,0,3072,2,1,1,200.62,70.94,30,46.39,1.153032136
"auto",33,1,3083,2,1,1,82.61,29.21,10,19.1,1.340643496
"auto",42,1,3936,5,1,0,531.06,187.77,45,122.79,0.761276047
"auto",55,0,3605,2,1,1,236.02,83.46,30,54.57,1.116172308
"auto",43,1,2073,4,0.5,1,11.8,4.17,10,2.73,1.133268798
"auto",44,0,1482,1,1,1,23.6,8.35,10,5.46,2.991677972
"transit",36,0,3250,2,0.5,1,190.56,67.38,23.88,45,1.081200449
"auto",32,1,3597,2,0.5,1,129.81,45.9,20,30.01,1.21901028
"auto",42,1,4568,5,0.67,1,649.07,229.5,50,150.07,0.59236741
"bike",47,1,4994,5,1,1,42.61,15,5.34,9.85,0.566763257
"auto",50,0,6562,4,1,1,88.57,31.32,10,20.48,0.376548867
"auto",48,1,6154,4,1,1,259.63,91.8,30,60.03,0.389150903
"auto",26,1,6154,4,1,1,188.82,66.76,20,43.66,0.774775399
"auto",59,0,2335,2,1,1,70.81,25.04,15,16.37,0.594443959
"bike",60,1,2070,2,1,1,12.17,7,1.53,2.81,0.620473685
"auto",53,1,1581,2,1,0,106.21,37.55,15,24.56,1.154860707
"auto",26,1,2028,4,0.33,1,424.84,150.22,40,98.23,1.185680544
"transit",26,1,2401,4,0.33,0,369.94,130.81,46.35,60,1.185680544
"auto",29,1,2733,2,0,1,106.21,37.55,30,24.56,0.748667839
"bike",38,1,3031,4,0.5,1,24.35,10,3.05,5.63,1.332282078
"transit",58,1,2682,2,0.5,1,100.87,35.67,12.64,50,1.209083942
"auto",48,0,2955,2,1.5,1,106.21,37.55,10,24.56,1.040075328
"auto",36,0,2140,5,1,1,70.81,25.04,10,16.37,0.626030932
"transit",52,0,1398,1,0,0,134.53,47.57,16.86,67,2.854793075
"auto",43,1,2841,4,1,1,41.37,14.63,10,9.56,1.056327127
"auto",48,1,7566,4,1,1,59.01,20.86,10,13.64,0.46974167
"transit",58,1,3078,2,0.5,1,56.02,19.81,7.02,30,1.121373574
"transit",54,0,3046,2,0.5,1,56.02,19.81,7.02,30,1.027649237
"auto",45,0,2180,3,1,1,200.62,70.94,20,46.39,1.094505374
"walk",50,0,2809,3,0.5,1,5,0.88,0.31,0.57,0.943271511
"auto",74,1,2442,2,1,0,306.83,108.49,30,70.94,0.848996067
"auto",51,1,5059,4,0.67,1,35.4,12.52,10,8.19,0.862313666
"bike",27,0,2246,1,1,1,24.35,15,3.05,5.63,5.7358786
"auto",29,1,2832,4,0.5,1,236.02,83.46,20,54.57,1.091987279
"transit",47,0,2699,3,0.67,1,112.17,39.66,14.05,49,0.422267599
"auto",51,1,2902,1,1,1,135.78,48.01,20,31.39,0.884799021
"auto",50,1,2921,2,1,1,135.78,48.01,10,31.39,0.652908954
"auto",57,0,6098,2,0.5,1,76.77,27.14,20,17.75,1.043135735
"transit",53,0,4226,2,0.5,1,224.22,79.28,28.09,67,0.553140078
"transit",52,0,4063,2,0.5,1,89.69,31.71,11.24,25,0.553140078
"transit",54,1,8092,2,1,1,33.66,11.9,4.22,25,1.018549703
"transit",50,0,1584,1,0,1,112.17,39.66,14.05,30,3.08923309
"auto",41,0,3286,4,0.5,1,188.82,66.76,25,43.66,0.629366893
"auto",45,1,3993,3,0.67,0,118.01,41.73,20,27.29,0.872012479
"auto",31,0,1545,1,1,1,82.61,29.21,10,19.1,7.279103885
"walk",55,1,3590,3,0.5,1,5,2.15,0.76,1.41,0.879773238
"auto",38,1,4250,3,1,1,68.45,24.2,25,15.83,0.739740828
"auto",44,0,4799,2,1,1,247.83,87.63,40,57.3,2.832502562
"auto",48,1,4932,2,1,1,295.03,104.32,40,68.21,1.963111652
"auto",56,1,8505,3,0.67,1,236.02,83.46,60,54.57,0.580168842
"auto",29,1,4084,2,1,1,377.64,133.53,35,87.31,2.918020246
"auto",28,0,4583,2,1,1,649.07,229.5,95,150.07,3.03919038
"auto",50,1,1844,3,0.5,1,153.42,54.25,25,35.47,0.436834996
"auto",55,0,4538,2,1,1,129.81,45.9,17,30.01,0.261540589
"auto",36,1,2836,5,1,1,885.09,312.96,60,204.64,1.269069331
"transit",44,1,903,1,0,0,89.69,31.71,11.24,45,4.815606271
"auto",60,1,9204,3,1.5,1,11.8,4.17,5,2.73,0.681054604
"auto",35,1,5583,3,1,1,94.41,33.38,20,21.83,2.401543301
"auto",46,0,1362,3,1,1,23.6,8.35,5,5.46,0.701985745
"auto",59,1,5362,3,0.5,1,295.03,104.32,120,68.21,0.665098128
"bike",51,0,5128,3,0.5,1,60.87,20,7.63,14.07,0.495187499
"transit",24,0,5516,3,0.5,1,672.67,237.85,84.28,75,1.112774714
"transit",32,0,1907,3,0,1,369.94,130.81,46.35,80,1.154895261
"transit",38,1,971,5,0,0,78.51,27.76,9.84,60,0.980462476
"auto",50,0,2965,2,1,1,141.61,50.07,45,32.74,0.477976435
"transit",27,1,2386,2,0.5,1,201.86,71.38,25.29,35,0.840680271
"transit",24,0,2562,2,0.5,1,257.89,91.19,32.31,45,0.62331555
"bike",18,1,2578,4,0.33,1,48.7,20,6.1,11.26,0.651189574
"auto",38,0,1989,3,1,1,94.41,33.38,25,21.83,2.888530761
"walk",46,0,4495,5,0.5,1,5,4.74,1.68,3.1,0.488971619
"auto",45,1,4568,5,0.5,1,413.04,146.05,50,95.5,0.469476705
"walk",71,1,1482,2,1,1,30,1.71,0.61,1.12,0.847211427
"auto",38,1,2615,4,0.5,1,826.09,292.09,80,191,1.036347587
"auto",29,1,3115,3,1.33,0,118.01,41.73,25,27.29,1.22207548
"auto",22,0,3590,3,1.33,0,295.03,104.32,40,68.21,0.971725681
"transit",52,0,518,1,0,1,157.02,55.52,19.67,12,2.527299515
"auto",48,1,3899,4,0.75,1,165.22,58.42,25,38.2,0.687328546
"auto",22,1,3927,4,0.75,1,236.02,83.46,25,54.57,1.021235603
"auto",18,0,3681,4,0.75,1,106.21,37.55,14,24.56,0.846011024
"auto",40,0,1826,1,1,1,94.41,33.38,11,21.83,2.904643951
"auto",41,0,3262,4,1,1,153.42,54.25,15,35.47,0.623019475
"auto",41,1,3137,6,1,1,35.4,12.52,12,8.19,0.701248491
"auto",41,1,3927,4,0.5,1,177.02,62.59,35,40.93,0.386849317
"auto",43,0,3181,3,0.5,1,349.32,123.51,35,80.77,0.944585658
