"mode","age","gender","income","hh_size","auto_avail","bike_avail","ttime.walk","ttime.bike","ttime.auto","ttime.transit","weight"
"auto",27,1,3238,3,1,1,212.42,75.11,25,49.11,1.169305579
"transit",50,1,2267,6,1.25,1,157.02,55.52,19.67,30,0.5607265
"auto",20,1,2574,6,1.25,1,47.2,16.69,12,10.91,0.993621458
"auto",50,1,1234,4,0.5,0,35.4,12.52,15,8.19,0.38664592
"transit",58,0,1897,2,0,1,168.2,59.47,21.07,18,0.388488623
"transit",47,0,1635,1,0,1,44.84,15.86,5.62,25,0.376064128
"transit",31,0,3430,3,0,0,67.33,23.81,8.44,30,1.638143264
"transit",34,1,3005,3,0,0,134.53,47.57,16.86,40,1.698860699
"auto",43,0,4746,3,1,1,601.86,212.81,60,139.16,1.224573996
"transit",42,1,2836,3,1,1,392.42,138.76,49.17,60,0.234522214
"bike",40,0,2665,4,0.5,1,3.6,2,0.45,0.83,0.612329101
"auto",38,0,3120,4,1,1,47.2,16.69,10,10.91,0.795162967
"auto",42,0,4192,4,0.67,1,236.02,83.46,25,54.57,0.820310124
"transit",27,1,270,1,0,0,44.84,15.86,5.62,30,6.913909464
"auto",53,1,3115,4,0.5,1,424.84,150.22,35,98.23,0.396086819
"transit",31,1,5421,2,0.5,1,224.22,79.28,28.09,60,2.21645393
"auto",58,1,4262,4,1,1,23.6,8.35,10,5.46,0.275512215
"auto",18,0,3010,5,0.75,0,59.01,20.86,10,13.64,0.403831929
"auto",46,1,3457,5,0.75,0,236.02,83.46,17,54.57,0.370255879
"auto",46,0,3067,3,0.67,1,295.03,104.32,20,68.21,0.492415474
"auto",45,1,4386,4,0.67,1,165.22,58.42,35,38.2,0.651991568
"auto",49,0,4148,4,0.5,1,94.41,33.38,15,21.83,0.325961001
"auto",50,1,4226,4,0.5,0,94.41,33.38,10,21.83,0.305716294
"auto",40,1,2229,4,1.5,1,236.02,83.46,30,54.57,0.603344865
"auto",40,0,2480,4,1.5,1,236.02,83.46,30,54.57,0.570680185
"auto",65,1,1707,2,1,1,377.64,133.53,30,87.31,0.502387486
"walk",31,1,1092,1,1,1,5,3.43,1.21,2.24,4.655553724
"bike",38,0,1114,2,0,1,73.04,15,9.15,16.89,0.628554134
"auto",41,1,4973,4,0.75,0,177.02,62.59,20,40.93,0.597231085
"auto",60,1,3635,4,0.75,1,41.37,14.63,15,9.56,0.12160648
"bike",28,0,3846,4,0.75,1,6.09,10,0.76,1.41,0.365045453
"auto",37,1,1780,3,0.5,0,354.04,125.18,35,81.86,1.404312447
"auto",42,1,3233,4,0,1,531.06,187.77,40,122.79,0.893953548
"transit",20,0,1431,4,1,0,112.17,39.66,14.05,120,0.635152963
"auto",57,0,2841,2,1,1,295.03,104.32,30,68.21,1.163724064
"auto",40,0,2860,3,0.5,1,118.01,41.73,10,27.29,0.815936712
"auto",42,0,4310,3,1,0,436.65,154.39,40,100.96,1.626901523
"bike",38,1,3031,1,0,1,24.35,10,3.05,5.63,5.52871087
"transit",46,0,1062,4,0,1,280.25,99.09,35.11,108,0.284995106
"auto",50,1,3470,3,1,1,318.63,112.66,39,73.67,0.211964094
"auto",41,0,2349,3,1,1,118.01,41.73,15,27.29,0.592525908
"bike",49,1,2607,4,0.67,1,12.17,10,1.53,2.81,0.469996985
"auto",58,1,2246,1,1,1,318.63,112.66,25,73.67,1.297400008
"auto",47,1,2012,5,0.67,1,247.83,87.63,30,57.3,0.419319116
"auto",47,1,4952,6,1,0,59.01,20.86,5,13.64,0.23777211
"auto",40,0,964,2,1,0,129.81,45.9,10,30.01,1.032865493
"auto",43,0,3292,4,0.5,1,200.62,70.94,20,46.39,0.739127941
"auto",53,1,2346,1,1,0,519.25,183.6,40,120.06,3.110562909
"walk",51,0,3498,2,0.5,1,15,4.3,1.53,2.81,0.639577497
"auto",45,1,3026,2,0.5,1,29.57,10.45,10,6.84,0.733418752
"transit",57,1,3964,3,0.5,1,84.1,29.74,10.54,35,0.136819827
"auto",16,1,1296,4,1,0,590.06,208.64,45,136.43,0.349054736
"transit",14,1,1371,4,1,0,134.53,47.57,16.86,20,0.40911768
"auto",53,0,2064,4,0.5,0,35.4,12.52,5,8.19,0.408354515
"auto",38,1,2208,4,0.5,1,236.02,83.46,25,54.57,0.874391121
"auto",37,1,2738,4,1,1,47.2,16.69,5,10.91,0.727179743
"auto",42,1,2950,3,1,0,64.97,22.97,5,15.02,1.277126327
"auto",48,1,3078,4,0.67,1,354.04,125.18,30,81.86,0.540407602
"auto",44,0,3227,4,0.67,1,70.81,25.04,15,16.37,0.707364467
"auto",29,1,6045,3,0.67,1,590.06,208.64,60,136.43,1.888343342
"transit",45,0,2800,3,0.5,1,336.4,118.95,42.15,65,0.852538481
"auto",44,1,2657,3,0.5,1,354.04,125.18,105,81.86,1.079594727
"transit",21,0,2669,3,0.5,1,67.33,23.81,8.44,30,1.437803911
"bike",43,0,2442,3,0,1,121.74,20,15.25,28.15,0.221145579
"auto",24,1,3974,3,1,1,330.43,116.84,30,76.4,1.501824288
"auto",53,1,6483,3,0.5,1,41.37,14.63,15,9.56,1.997805902
"bike",54,0,6045,3,0.5,1,42.61,15,5.34,9.85,1.995570985
"auto",63,1,1473,1,0,1,259.63,91.8,30,60.03,0.954917446
"walk",59,0,2777,2,0.5,1,15,3.03,1.07,1.98,0.744222899
"auto",30,1,2180,4,1,1,118.01,41.73,20,27.29,0.605183159
"auto",40,0,2931,2,0.5,1,472.05,166.91,35,109.14,0.517929424
"auto",39,1,2888,2,0.5,1,53.17,18.8,5,12.29,0.842953534
"bike",48,0,4074,4,1,1,66.96,20,8.39,15.48,0.113814097
"auto",38,1,1854,5,0.5,0,141.61,50.07,20,32.74,1.610848713
"auto",44,1,3398,4,0.67,1,70.81,25.04,18,16.37,0.695754024
"auto",19,0,3104,4,0.67,1,413.04,146.05,25,95.5,0.619717652
"auto",22,0,4662,5,0.4,0,295.03,104.32,45,68.21,0.729014422
"auto",56,0,2201,2,1,1,247.83,87.63,30,57.3,0.499715828
"auto",29,0,2249,2,1,1,236.02,83.46,30,54.57,1.263352499
"auto",27,1,2484,2,0.5,0,35.4,12.52,5,8.19,0.773473699
"auto",57,1,7076,2,1,0,283.23,100.15,30,65.49,0.773541485
"auto",46,0,4250,5,1,1,153.42,54.25,20,35.47,0.55810537
"auto",19,0,4094,5,1,1,59.01,20.86,10,13.64,0.629507785
"bike",25,0,1851,2,0,1,91.3,20,11.44,21.11,0.685141099
"walk",29,0,1811,2,0,1,3,0.88,0.31,0.57,0.685141099
"auto",51,1,3575,3,1,1,17.76,6.28,10,4.11,0.441235548
"bike",51,0,2054,2,0.5,1,24.35,10,3.05,5.63,0.628208928
"auto",48,0,3720,4,1,1,47.2,16.69,15,10.91,0.744932049
"auto",56,0,2695,4,0.5,1,23.6,8.35,5,5.46,0.409136199
"auto",40,1,6154,4,1,1,483.85,171.08,35,111.87,0.689735897
"auto",35,0,2965,4,1,1,94.41,33.38,20,21.83,0.930924302
"auto",47,0,3067,3,0.67,0,212.42,75.11,25,49.11,0.626122304
"auto",53,0,3430,2,1,1,165.22,58.42,20,38.2,0.941181329
"walk",44,0,2356,4,0.67,1,5,2.15,0.76,1.41,0.584857882
"auto",45,1,2281,4,0.67,0,82.61,29.21,20,19.1,0.527954937
"auto",20,0,2028,4,0.67,0,82.61,29.21,45,19.1,0.791759915
"bike",45,0,2133,2,1,1,24.35,5,3.05,5.63,1.860607043
"auto",53,1,2539,2,1,1,212.42,75.11,30,49.11,1.44912003
"transit",50,1,3341,3,0.33,1,280.25,99.09,35.11,45,0.476499547
"walk",40,0,2177,2,0.5,0,5,3.03,1.07,1.98,1.811816092
"auto",42,1,706,1,1,0,147.58,52.18,12,34.12,2.263652506
"transit",36,1,4413,3,0.5,0,414.78,146.66,51.97,60,1.184785347
"auto",55,1,2367,2,1,1,14.16,5.01,10,3.27,0.457105208
"auto",54,1,2578,3,1,1,23.6,8.35,5,5.46,1.102627393
"auto",19,1,2324,3,1,1,354.04,125.18,30,81.86,1.306766198
"auto",43,1,2878,3,1,1,247.83,87.63,30,57.3,0.526670282
"auto",40,1,355,2,1,1,247.83,87.63,20,57.3,1.383048657
"transit",34,1,1668,1,0,1,33.66,11.9,4.22,30,9.213505258
"transit",32,0,2607,2,0.5,1,392.42,138.76,49.17,80,1.129060357
"auto",39,1,2695,2,0.5,1,47.2,16.69,5,10.91,1.07572788
"transit",47,0,2823,3,1,1,224.22,79.28,28.09,40,0.708432159
"auto",32,1,4360,4,1,0,354.04,125.18,30,81.86,0.680943231
"auto",47,1,3803,4,0.5,1,354.04,125.18,30,81.86,0.626548571
"auto",46,0,3736,4,0.5,1,295.03,104.32,30,68.21,0.63214604
"auto",17,1,3696,4,0.5,1,224.22,79.28,20,51.84,0.683636503
"bike",42,0,3665,4,0.5,1,48.7,15,6.1,11.26,0.2213848
"auto",19,0,4781,5,0.67,1,47.2,16.69,15,10.91,0.411461006
"auto",54,0,3292,2,1,1,236.02,83.46,30,54.57,0.631705684
"auto",24,1,2682,4,0.75,0,354.04,125.18,60,81.86,0.652313141
"auto",39,1,2090,1,1,1,849.69,300.44,65,196.46,3.883977442
"bike",65,0,1656,2,1,1,24.35,10,3.05,5.63,0.354809879
"auto",37,1,2800,3,1,1,47.2,16.69,15,10.91,0.802624359
"transit",49,0,3221,4,0.5,1,33.66,11.9,4.22,30,0.485206604
"transit",45,0,3936,4,0.5,1,168.2,59.47,21.07,40,0.069663553
"auto",44,1,3881,4,0.5,1,153.42,54.25,17,35.47,0.097234238
"auto",52,1,3736,2,1,1,295.03,104.32,30,68.21,0.321010641
"auto",58,0,7797,2,1,1,224.22,79.28,25,51.84,1.300895959
"auto",64,1,7797,2,1,1,177.02,62.59,15,40.93,1.255786395
"transit",50,0,6952,5,0.5,1,201.86,71.38,25.29,50,0.510972287
"transit",49,1,6841,5,0.5,1,168.2,59.47,21.07,45,0.585944094
"auto",55,1,5483,3,0.67,1,590.06,208.64,40,136.43,0.101068473
"auto",27,0,5152,3,0.67,1,177.02,62.59,20,40.93,0.597921092
"bike",50,0,3964,2,0.5,1,48.7,20,6.1,11.26,1.76862626
"auto",51,1,3753,2,0.5,1,47.2,16.69,15,10.91,1.770607014
"auto",47,1,2695,2,1.5,1,94.41,33.38,20,21.83,0.678304305
"auto",32,0,2720,2,1.5,1,141.61,50.07,20,32.74,1.478310255
"bike",54,0,8505,3,0.67,1,60.87,15,7.63,14.07,0.479115016
"auto",56,1,7566,3,0.67,1,649.07,229.5,45,150.07,0.427274199
"auto",53,1,3385,3,1,1,472.05,166.91,45,109.14,0.532747863
"walk",49,1,1641,4,0.75,1,15,8.61,3.05,5.63,0.437424396
"auto",43,1,1719,5,0.5,0,236.02,83.46,30,54.57,0.689113254
"auto",45,1,1353,1,1,1,295.03,104.32,30,68.21,1.507688827
"auto",37,1,2519,3,1,1,413.04,146.05,30,95.5,0.890577139
"auto",37,0,2263,3,1,1,177.02,62.59,30,40.93,0.857662414
"bike",54,1,4467,2,0.5,1,48.7,15,6.1,11.26,0.724343687
"auto",46,0,4322,2,1,1,177.02,62.59,30,40.93,0.793618105
"auto",49,1,2285,3,0.5,0,59.01,20.86,15,13.64,0.48525352
"auto",59,1,6841,2,1,1,53.17,18.8,10,12.29,0.591204067
"auto",41,0,2116,3,1,1,212.42,75.11,25,49.11,0.582262684
"auto",51,1,8092,2,1,1,35.4,12.52,15,8.19,0.895784872
"transit",49,1,4203,4,0.67,1,72.92,25.78,9.14,10,0.576387544
"auto",67,1,1512,2,1,0,57.89,20.47,13,13.38,1.19208857
"auto",42,1,2442,4,1,1,719.88,254.54,30,166.44,0.662176812
"auto",40,1,2281,4,1,0,82.61,29.21,15,19.1,0.804260056
"auto",46,0,4524,4,1,1,59.01,20.86,10,13.64,0.663620188
"auto",55,1,2931,3,0.5,1,554.66,196.12,45,128.24,0.589215827
"auto",35,1,2484,3,1,1,531.06,187.77,45,122.79,0.726444961
"auto",40,1,2184,4,0.5,0,318.63,112.66,30,73.67,0.381148048
"auto",41,0,2461,4,0.5,1,318.63,112.66,30,73.67,0.367525782
"walk",48,1,1578,4,0.5,1,20,12.91,4.58,8.44,0.139432194
"auto",65,1,5082,3,1.33,1,82.61,29.21,10,19.1,0.639302361
"auto",40,1,4439,4,1,1,354.04,125.18,25,81.86,0.7283084
"auto",44,0,4226,4,1,1,59.01,20.86,10,13.64,0.586898895
"auto",44,1,4298,4,1,1,11.8,4.17,5,2.73,0.637322978
"auto",54,1,4053,4,0.67,1,165.22,58.42,25,38.2,0.049871462
"auto",47,0,3744,4,0.75,1,11.8,4.17,5,2.73,0.442068114
"auto",53,1,3777,4,0.75,0,153.42,54.25,20,35.47,0.414612255
"auto",20,1,3704,4,0.75,0,47.2,16.69,5,10.91,0.71301329
"auto",36,1,2888,5,1,0,778.88,275.4,55,180.09,1.280793207
"auto",40,1,2249,3,1,0,177.02,62.59,30,40.93,0.693038499
"bike",46,1,2773,3,1,1,46.21,15,5.79,10.68,0.423934356
"transit",57,1,850,2,0.5,1,89.69,31.71,11.24,38,0.986292684
"auto",54,0,2236,2,1,1,295.03,104.32,20,68.21,0.964347267
"bike",50,0,3078,5,0.5,1,9.69,5,1.21,2.24,0.263938153
"auto",47,0,3078,4,0.5,1,70.81,25.04,10,16.37,0.467014861
"auto",24,0,3575,4,0.5,1,70.81,25.04,15,16.37,0.790702802
"auto",19,1,3099,4,0.5,0,177.02,62.59,30,40.93,0.642419286
"bike",39,1,4250,4,0.5,1,60.87,15,7.63,14.07,1.071531925
"auto",41,1,2764,5,0.5,1,106.21,37.55,30,24.56,0.611964435
"walk",37,0,2897,5,0.5,0,10,2.59,0.92,1.69,0.846455722
"auto",45,1,5037,4,1,0,436.65,154.39,30,100.96,0.568264901
"auto",60,0,3568,2,0.5,0,283.23,100.15,30,65.49,0.801747638
"auto",38,1,4159,4,1,1,1180.12,417.28,75,272.86,0.651910747
"auto",22,1,2566,3,1.5,1,271.43,95.97,35,62.76,0.26036667
"transit",40,0,985,1,0,1,89.69,31.71,11.24,30,2.904238393
"auto",48,1,4835,4,1,0,436.65,154.39,30,100.96,0.305936363
"auto",47,1,2201,4,0.33,1,47.2,16.69,20,10.91,0.469003527
"auto",44,0,2511,4,0.33,1,29.57,10.45,5,6.84,0.67670817
"auto",54,0,858,2,1,0,354.04,125.18,40,81.86,1.013077766
"auto",43,1,1848,4,0.67,1,247.83,87.63,20,57.3,0.322428651
"walk",29,1,1359,1,0,1,75,12.91,4.58,8.44,1.966710079
"auto",51,0,1521,2,1,1,247.83,87.63,30,57.3,0.46387448
"auto",26,0,2002,2,1,1,283.23,100.15,50,65.49,2.441447146
"auto",48,0,3881,3,1,1,17.76,6.28,5,4.11,0.59810556
"transit",42,1,2080,4,1,1,190.56,67.38,23.88,30,1.077181197
"transit",42,1,2550,1,1,1,123.35,43.62,15.46,45,0.478386926
"auto",49,0,1026,2,0.5,1,188.82,66.76,85,43.66,0.36777381
"auto",26,1,1518,4,0.67,0,5.96,2.11,2,1.38,0.536374142
"auto",39,1,2874,3,1,1,118.01,41.73,15,27.29,1.810345441
"transit",48,1,3820,5,1,1,269.07,95.14,33.71,50,0.640546725
"auto",20,1,3786,5,1,1,141.61,50.07,20,32.74,0.755721084
"transit",25,0,2769,3,0.5,1,11.18,3.95,1.4,5,1.870239304
"auto",28,1,2860,3,0.5,1,70.81,25.04,15,16.37,1.795674332
"bike",48,0,4226,3,0.33,1,30.43,10,3.81,7.04,0.694693608
"transit",39,1,4662,4,0.5,0,392.42,138.76,49.17,45,0.966702147
"auto",39,1,2562,4,1.5,1,118.01,41.73,30,27.29,0.902556277
"auto",53,0,2764,2,1.5,1,200.62,70.94,20,46.39,0.43829302
"auto",30,1,2892,2,1.5,0,200.62,70.94,20,46.39,0.975891738
"auto",51,1,2274,4,0.5,1,94.41,33.38,15,21.83,0.074340199
"transit",51,1,2742,3,1,1,100.87,35.67,12.64,35,0.279389872
"transit",51,0,2855,3,1,1,100.87,35.67,12.64,45,0.268659958
"auto",29,1,1841,1,1,1,495.65,175.26,35,114.6,5.961401403
"transit",44,0,3353,4,0.5,1,224.22,79.28,28.09,70,0.707609615
"transit",45,1,3198,4,0.5,1,168.2,59.47,21.07,40,0.490420273
"auto",56,1,2044,2,1,1,70.81,25.04,15,16.37,0.323150263
"auto",53,0,2382,2,1,1,153.42,54.25,15,35.47,0.452301975
"auto",55,0,2883,3,1,1,318.63,112.66,30,73.67,0.489225195
"auto",38,1,3280,4,0.5,0,82.61,29.21,10,19.1,0.902261814
"auto",61,0,3046,2,1,0,59.01,20.86,10,13.64,0.587315344
"auto",58,1,2931,2,0.5,1,28.32,10.01,5,6.55,0.89651324
"auto",50,1,3681,5,0.75,1,295.03,104.32,25,68.21,0.515708817
"bike",21,1,2603,2,0.5,1,66.96,20,8.39,15.48,1.551757094
"auto",41,0,5128,3,1,1,354.04,125.18,30,81.86,0.498433091
"transit",68,0,1283,1,0,1,57.14,20.2,7.16,20,0.806474809
"auto",74,0,1332,2,0,1,129.81,45.9,30,30.01,0.072030285
"auto",42,1,3532,5,1,1,94.41,33.38,15,21.83,0.354245024
"auto",41,0,3062,5,1,1,82.61,29.21,15,19.1,0.341152529
"auto",48,1,1434,1,1,0,531.06,187.77,45,122.79,2.54877741
"transit",22,1,2558,3,0,1,336.4,118.95,42.15,70,0.995967167
"walk",60,0,2488,2,0,1,35,6.46,2.29,4.22,0.756871634
"auto",48,1,2888,3,1,1,177.02,62.59,15,40.93,0.204650291
"auto",41,1,2912,2,0.5,1,200.62,70.94,20,46.39,1.329158479
"transit",55,0,5279,3,0.33,1,22.48,7.95,2.82,30,0.264872099
"auto",35,0,5227,3,0.5,1,94.41,33.38,10,21.83,1.798821401
"auto",23,0,3417,2,1,1,94.41,33.38,50,21.83,1.399825099
"auto",52,1,2850,2,1,1,472.05,166.91,43,109.14,0.428193137
"auto",47,0,2921,2,1,1,165.22,58.42,25,38.2,0.533997552
"auto",40,1,3094,4,1,1,17.76,6.28,5,4.11,0.366653188
"auto",50,0,1500,2,1,1,70.81,25.04,25,16.37,0.449507095
"auto",38,0,2511,1,1,1,59.01,20.86,20,13.64,4.780134982
"transit",31,0,2331,1,0,0,280.25,99.09,35.11,55,2.116681034
"bike",54,1,2110,4,0,1,48.7,15,6.1,11.26,0.347217961
"walk",27,1,1707,1,1,0,10,0.44,0.16,0.29,1.975872061
"auto",37,1,1512,4,0.5,0,118.01,41.73,15,27.29,0.801276186
"auto",53,1,4105,2,2,1,318.63,112.66,30,73.67,1.018880286
"bike",49,1,2371,5,0.5,1,1.24,2,0.16,0.29,0.319927383
"auto",55,0,3597,2,1,1,236.02,83.46,20,54.57,1.007741553
"auto",57,1,3137,2,1,1,129.81,45.9,20,30.01,0.998818296
"auto",49,0,5855,3,1,1,118.01,41.73,30,27.29,1.001503525
"transit",57,0,3583,2,1,1,235.4,83.24,29.49,65,0.65634646
"bike",17,1,2546,4,1,1,12.17,10,1.53,2.81,0.48583955
"auto",42,1,5334,3,1,1,5.96,2.11,3,1.38,0.963143172
"auto",23,0,5128,3,1,1,17.76,6.28,10,4.11,1.075886148
"auto",58,1,1854,2,1,1,106.21,37.55,10,24.56,0.617082931
"auto",61,1,2044,2,1,1,637.27,225.33,60,147.34,0.409797387
"auto",56,0,3811,2,1,1,47.2,16.69,15,10.91,0.826909644
"auto",57,1,4994,4,1,1,177.02,62.59,30,40.93,0.359863167
"bike",53,0,4630,4,1,1,18.26,10,2.29,4.22,0.377027157
"bike",27,1,4799,4,1,1,18.26,5,2.29,4.22,0.868498844
"auto",25,0,4614,4,1,1,11.8,4.17,2,2.73,0.904563063
"auto",47,0,3554,3,1,1,354.04,125.18,45,81.86,0.321065935
"auto",39,0,3250,5,1,1,141.61,50.07,20,32.74,0.962044959
"walk",55,0,2302,2,1.5,1,10,4.3,1.53,2.81,0.22712727
"transit",62,0,2990,2,0.5,0,89.69,31.71,11.24,30,0.269122268
"auto",54,1,2673,2,2,0,236.02,83.46,30,54.57,0.72388602
"transit",47,0,604,1,1,1,179.38,63.43,22.47,50,1.677932778
"transit",44,0,3518,2,0.5,0,89.69,31.71,11.24,30,0.681180551
"transit",51,1,3126,2,0.5,1,201.86,71.38,25.29,45,0.407507841
"auto",55,1,3262,4,1,1,165.22,58.42,20,38.2,0.046483607
"auto",47,0,3353,4,1,1,47.2,16.69,17,10.91,0.078596474
"auto",41,0,3964,4,0.67,1,131.06,46.34,15,30.3,0.364613145
"auto",42,1,3918,4,0.67,1,106.21,37.55,20,24.56,0.378127455
"auto",39,1,3015,4,0.5,1,41.37,14.63,20,9.56,0.182535507
"auto",57,1,4678,2,1,0,472.05,166.91,30,109.14,0.528094447
"auto",58,1,3704,2,1,1,11.8,4.17,5,2.73,0.678271697
"transit",60,1,3612,2,0,1,22.48,7.95,2.82,15,0.788256674
"transit",48,1,4335,4,1,1,168.2,59.47,21.07,45,0.737906475
"auto",28,1,1999,3,0.67,0,224.22,79.28,30,51.84,1.395926684
"walk",62,1,3491,3,0.5,1,10,3.43,1.21,2.24,0.041333092
"bike",59,1,2442,2,0.5,1,6.09,5,0.76,1.41,1.09124697
"bike",55,0,2150,2,0.5,1,6.09,10,0.76,1.41,1.109457229
"auto",17,1,3437,3,0.5,0,177.02,62.59,30,40.93,1.437309086
"transit",21,0,2897,4,0.67,0,78.51,27.76,9.84,60,0.47862209
"auto",42,0,2434,4,0.33,1,47.2,16.69,15,10.91,0.417186846
"transit",21,0,2539,4,0.33,0,560.62,198.23,70.24,85,0.667149538
"auto",42,1,3712,3,1,1,24.84,8.78,15,5.74,0.959025979
"auto",44,0,3828,2,1,1,283.23,100.15,45,65.49,0.649731361
"transit",48,1,2208,1,0,1,56.02,19.81,7.02,40,3.020685219
"auto",53,0,3744,2,1,1,413.04,146.05,30,95.5,0.41245358
"bike",59,1,4952,4,1,1,24.35,5,3.05,5.63,0.31641302
"auto",38,1,2941,3,1,0,236.02,83.46,20,54.57,2.009980979
"auto",60,0,2678,3,1,0,177.02,62.59,25,40.93,0.852230989
"auto",46,0,4553,4,0.5,1,295.03,104.32,40,68.21,0.412651169
"walk",53,0,3159,2,0.5,1,5,2.15,0.76,1.41,0.441045035
"transit",58,1,3142,2,0.5,1,224.22,79.28,28.09,50,0.456825055
"auto",47,1,2636,1,1,0,177.02,62.59,18,40.93,2.494631449
"auto",48,1,2342,3,1,0,118.01,41.73,20,27.29,0.454823039
"auto",55,0,1296,1,1,1,259.63,91.8,35,60.03,0.786854074
"transit",49,0,2782,4,0.5,1,213.04,75.33,26.69,71,0.446156386
"auto",52,1,2644,4,0.5,1,295.03,104.32,50,68.21,0.350809046
"bike",47,0,3094,4,0.5,1,6.09,5,0.76,1.41,0.086129123
"bike",47,1,3404,4,0.5,0,121.74,30,15.25,28.15,0.071058666
"bike",23,0,3256,4,0.5,0,121.74,30,15.25,28.15,0.255252614
"transit",48,0,3955,4,0.67,1,56.02,19.81,7.02,25,0.467014861
"walk",51,1,3627,4,0.67,1,10,2.15,0.76,1.41,0.481674381
"bike",22,1,3974,4,0.67,1,42.61,7,5.34,9.85,0.81290805
"walk",46,1,1036,1,1,1,15,4.3,1.53,2.81,1.390009799
"bike",62,0,1599,1,0,1,30.43,15,3.81,7.04,2.085120457
"auto",39,0,3424,2,1.5,1,318.63,112.66,35,73.67,2.098759227
"auto",39,1,3322,2,1.5,1,59.01,20.86,15,13.64,2.015083345
"auto",74,0,1569,2,0.5,1,17.76,6.28,5,4.11,1.057049824
"auto",48,0,4439,2,1,1,212.42,75.11,20,49.11,0.675133226
"auto",42,1,3120,3,0.5,1,472.05,166.91,30,109.14,0.430761298
"walk",39,1,1838,5,0.5,1,5,2.15,0.76,1.41,0.612832468
"auto",45,1,4538,4,1,1,306.83,108.49,30,70.94,0.39853252
"bike",46,0,2070,2,0.5,1,60.87,25,7.63,14.07,0.500082094
"auto",33,0,2412,2,1,1,118.01,41.73,30,27.29,1.227713698
"auto",60,1,4335,2,0.5,1,100.37,35.49,30,23.21,0.348496903
"transit",45,1,3020,3,0.5,1,336.4,118.95,42.15,65,0.850322586
"auto",44,0,3020,3,0.5,1,147.58,52.18,15,34.12,1.226899601
"transit",40,0,1866,1,1,1,112.17,39.66,14.05,35,2.538478978
"auto",54,1,5128,4,1,1,495.65,175.26,30,114.6,0.355408045
"auto",55,1,5812,4,1,1,177.02,62.59,30,40.93,0.221649681
"auto",44,0,7216,3,1,1,118.01,41.73,15,27.29,0.743927168
"transit",57,0,1617,2,0,1,100.87,35.67,12.64,35,0.38507624
"auto",46,1,3057,4,1,1,153.42,54.25,20,35.47,0.410398523
"auto",60,1,3437,3,1,0,141.61,50.07,20,32.74,0.71740037
"walk",34,0,3828,3,1,1,10,6.46,2.29,4.22,0.490403295
"walk",36,0,2180,4,0.5,0,5,1.27,0.45,0.83,1.060733422
"auto",45,1,2615,2,1,1,247.83,87.63,30,57.3,0.729643163
"auto",45,0,2818,2,1,1,247.83,87.63,30,57.3,0.702676377
"auto",55,1,3051,2,1,1,129.81,45.9,25,30.01,0.321153442
"auto",53,0,3491,2,1,1,35.4,12.52,10,8.19,0.449507095
"bike",31,0,925,3,0.5,1,2.48,3,0.31,0.57,1.546684866
"auto",48,1,4126,3,1,1,755.28,267.06,60,174.63,0.411129415
"auto",45,1,4599,2,1,1,330.43,116.84,35,76.4,0.116531189
"bike",44,0,4453,2,1,1,194.78,60,24.4,45.04,0.238958084
"auto",49,0,5483,3,0.67,0,70.81,25.04,13,16.37,0.441865633
"auto",50,1,5421,3,0.67,0,59.01,20.86,10,13.64,0.444259769
"bike",53,1,2965,2,0.5,1,121.74,30,15.25,28.15,0.877685197
"transit",45,0,2546,2,0.5,1,134.53,47.57,16.86,110,0.813561405
"auto",42,0,3274,2,1,1,70.81,25.04,35,16.37,0.768796797
"auto",59,1,4013,3,1,1,377.64,133.53,30,87.31,0.256606316
"auto",51,1,5334,4,1,1,165.22,58.42,30,38.2,0.331156271
"transit",45,0,1704,3,0,1,224.22,79.28,28.09,45,0.446070198
"auto",26,1,2419,2,1,0,625.47,221.16,45,144.61,1.794977247
"bike",61,1,1749,2,0.5,1,4.84,10,0.61,1.12,1.847459181
"transit",36,0,2021,2,1,1,448.45,158.57,56.19,45,1.647901068
"auto",41,1,2180,2,1,1,377.64,133.53,30,87.31,1.191387594
"auto",29,1,1587,2,0.5,1,165.22,58.42,20,38.2,1.788671302
"bike",47,0,5692,4,0.67,1,36.52,10,4.58,8.44,0.431026089
"auto",59,1,3450,2,1,1,236.02,83.46,30,54.57,0.298440623
"auto",47,1,3846,4,1,1,29.57,10.45,15,6.84,0.52699141
"walk",46,0,3561,3,0.33,0,3,1.27,0.45,0.83,0.378650129
"auto",54,1,3170,3,0.33,0,70.81,25.04,15,16.37,0.355133018
"auto",18,1,3233,3,0.33,0,70.81,25.04,15,16.37,0.416446008
"auto",47,1,2657,1,1,1,29.57,10.45,20,6.84,5.057130088
"bike",43,1,5900,4,0.5,1,9.69,2,1.21,2.24,0.823466797
"auto",45,0,3712,4,0.67,1,50.81,17.96,8,11.75,0.753563843
"auto",46,1,3820,4,0.67,1,50.81,17.96,8,11.75,0.801925781
"auto",52,1,2064,1,1,0,70.81,25.04,10,16.37,2.383299498
"walk",59,1,3430,3,0.33,0,5,1.27,0.45,0.83,0.594035258
"walk",54,0,4126,4,0.75,0,30,17.22,6.1,11.26,0.38927178
"auto",30,0,4192,4,0.75,0,413.04,146.05,30,95.5,0.99866579
"auto",25,1,4238,4,0.75,1,944.1,333.82,45,218.29,0.785987433
"auto",66,0,978,1,1,1,53.17,18.8,20,12.29,1.195991814
"bike",43,1,4630,4,1,1,30.43,10,3.81,7.04,0.428902673
