"","hh_size","n_children","region_type","hh_autos","n_emp","dist_to_transit","hh_income","trip_length_km","weight"
"1",3,1,"metropolitan",1,2,0.3,2253,2.85,1.212781412
"2",4,1,"urban",2,3,0.3,2751,0.49,0.936544048
"3",4,1,"urban",2,3,0.3,2751,5.7,1.225885756
"4",4,1,"urban",2,3,0.3,2751,0.98,1.056362832
"5",4,1,"urban",2,3,0.3,2751,0.95,1.056362832
"6",4,0,"metropolitan",2,3,0.05,2611,0.2,0.793334761
"7",4,0,"metropolitan",2,3,0.05,2611,0.2,0.309809456
"8",4,0,"metropolitan",2,3,0.05,2611,0.2,0.296812522
"9",4,0,"metropolitan",2,3,0.05,2611,0.2,0.561848364
"10",2,0,"urban",1,1,0.7,1458,17.1,1.598395679
"11",3,1,"urban",2,2,0.3,4509,2.85,1.589899243
"12",4,2,"urban",1,1,0.7,2611,2.57,0.998793062
"13",3,0,"metropolitan",1,2,0.7,2353,23.47,1.288087619
"14",3,0,"metropolitan",1,2,0.7,2353,10.78,1.30958267
"15",1,0,"urban",1,1,1.5,1948,0.98,4.78989867
"16",2,0,"urban",1,1,0.3,2841,6.65,0.509690759
"17",1,0,"urban",2,1,0.3,3498,3.8,2.665359406
"18",2,1,"metropolitan",0,1,0.7,939,22.56,1.727820574
"19",5,3,"urban",2,2,0.7,2751,11.88,0.646460642
"20",5,2,"metropolitan",2,2,1.5,4043,17.1,0.572866566
"21",3,1,"metropolitan",1,1,0.7,2204,58.66,1.144310247
"22",2,0,"metropolitan",1,1,0.3,2623,3.92,0.399752224
"23",2,0,"metropolitan",1,1,0.3,2623,3.8,0.399752224
"24",2,0,"metropolitan",1,1,0.3,2623,3.8,0.427562085
"25",2,0,"metropolitan",1,1,0.7,2393,23.75,1.066741174
"26",1,0,"metropolitan",1,1,0.7,2113,8.55,3.160936582
"27",3,0,"urban",2,1,0.7,4678,3.8,1.050131525
"28",5,3,"metropolitan",1,1,0.3,2260,16.15,0.449954966
"29",4,0,"urban",1,2,0.05,1992,13.54,0.029813013
"30",4,0,"urban",1,2,0.05,1992,13.54,0.036135898
"31",4,0,"urban",1,2,0.05,1992,9.03,0.176373788
"32",4,2,"urban",1,2,1.5,2603,8.55,0.79802824
"33",4,2,"urban",1,2,1.5,2603,7.6,0.482167786
"34",2,0,"metropolitan",1,1,0.05,2453,81.22,0.61271892
"35",7,3,"urban",3,5,1.5,3650,20.9,0.548083859
"36",7,3,"urban",3,5,1.5,3650,7.6,0.713076473
"37",7,3,"urban",3,5,1.5,3650,10.83,0.564220045
"38",4,2,"urban",2,1,0.05,3398,19,0.476823487
"39",2,0,"metropolitan",1,2,0.7,2346,63.18,8.284257629
"40",2,0,"metropolitan",1,2,0.7,2346,31.59,7.835753572
"41",2,0,"rural",1,1,0.15,3498,52.25,1.471005151
"42",2,0,"urban",2,1,0.7,2073,0.67,1.359310671
"43",2,0,"urban",2,1,0.7,2073,0.67,1.359310671
"44",4,0,"metropolitan",3,2,0.05,2595,26.6,1.211674797
"45",5,1,"urban",5,1,0.7,4695,22.8,0.243602402
"46",3,0,"urban",2,3,0.05,2299,28.5,1.000001172
"47",3,0,"metropolitan",2,1,0.3,3083,22.8,0.901400921
"48",3,0,"urban",4,2,0.15,2299,17.1,0.518576136
"49",3,0,"urban",4,2,0.15,2299,32.3,0.773746318
"50",4,2,"urban",2,2,0.7,4481,42.75,0.632041443
"51",4,2,"urban",2,2,0.7,4481,33.25,0.621667327
"52",2,0,"metropolitan",2,2,0.05,2823,4.75,1.74871226
"53",2,0,"metropolitan",2,2,0.05,2823,14.25,1.686213126
"54",4,0,"rural",3,2,0.7,8505,2.85,0.261070415
"55",4,0,"rural",3,2,0.7,8505,7.6,0.539709743
"56",2,0,"metropolitan",2,2,0.3,4481,8.55,1.91049845
"57",2,1,"metropolitan",1,1,0.05,1683,9.98,1.328827596
"58",1,0,"metropolitan",1,1,0.05,1922,14.25,1.292458564
"59",3,0,"urban",2,3,0.05,2218,19,0.912871334
"60",4,1,"urban",1,2,0.3,6562,3.8,0.582216113
"61",4,2,"urban",2,2,0.05,3424,21.85,0.857947881
"62",4,2,"urban",2,2,0.05,3424,10.45,0.907055232
"63",1,0,"metropolitan",1,1,0.7,1620,33.25,9.145156016
"64",2,0,"urban",2,1,0.7,2747,19,0.451649028
"65",1,0,"urban",1,1,0.3,2423,1.47,4.033455426
"66",4,2,"metropolitan",1,2,0.05,4467,12.64,0.646755547
"67",4,2,"metropolitan",1,2,0.05,4467,9.5,0.758147717
"68",4,2,"metropolitan",2,1,0.7,2143,7.6,0.688251671
"69",5,2,"metropolitan",1,2,0.05,3872,4.75,0.30593719
"70",4,0,"metropolitan",3,2,0.05,2902,43.7,1.435941582
"71",2,0,"metropolitan",2,2,0.7,5812,4.09,0.904518642
"72",2,0,"metropolitan",2,2,0.7,5812,30.4,0.982231386
"73",2,0,"urban",2,2,0.7,1626,6.65,0.951365687
"74",2,0,"urban",2,2,0.7,1626,38,0.849331956
"75",3,0,"metropolitan",2,3,0.15,2073,7.6,0.582878428
"76",3,0,"metropolitan",2,3,0.15,2073,7.6,0.556343152
"77",1,0,"rural",1,1,0.05,2442,1.14,3.827536166
"78",5,0,"metropolitan",2,4,0.7,3561,6.65,0.905705465
"79",2,0,"metropolitan",1,1,0.15,1686,11.4,0.869033398
"80",2,1,"rural",1,1,0.3,374,21.85,1.328599323
"81",1,0,"rural",1,1,0.05,2390,90.25,5.784863895
"82",2,0,"urban",2,1,0.7,5995,2.85,0.620974937
"83",2,0,"urban",2,1,0.7,5995,2.85,0.620974937
"84",4,2,"metropolitan",1,2,0.15,3575,1.43,0.55603362
"85",4,2,"metropolitan",1,2,0.15,3575,16.25,0.58341871
"86",6,0,"rural",4,3,3.5,3786,17.1,2.509519205
"87",6,0,"rural",4,3,3.5,3786,22.8,3.96438121
"88",6,0,"rural",4,3,3.5,3786,8.55,2.738173881
"89",1,0,"metropolitan",1,1,0.7,1162,8.33,3.317701852
"90",2,0,"rural",1,1,1.5,1762,19.95,1.085270089
"91",3,0,"urban",2,0,0.15,2434,7.13,1.072501901
"92",2,0,"urban",1,1,0.15,2390,2.85,0.990820046
"93",4,2,"metropolitan",1,2,0.05,4646,0.98,0.920114456
"94",2,0,"urban",2,1,0.15,2364,6.18,0.100276323
"95",6,4,"urban",2,2,0.15,8092,2.94,0.272752916
"96",6,4,"urban",2,2,0.15,8092,2.85,0.485149299
"97",1,0,"metropolitan",1,1,0.3,1635,16.25,2.292675157
"98",2,0,"urban",2,1,0.15,1894,2.94,0.216354334
"99",3,1,"metropolitan",2,2,0.7,3404,4.75,0.535463807
"100",3,1,"metropolitan",2,2,0.7,3404,4.75,0.535463807
"101",3,1,"urban",2,2,0.3,2902,19.95,0.750630368
"102",3,1,"urban",2,2,0.3,2902,21.85,0.713771756
"103",4,1,"urban",2,2,0.3,2204,2.85,0.79109187
"104",4,1,"urban",2,2,0.3,2204,26.6,0.9333352
"105",3,0,"metropolitan",3,2,0.15,2841,61.75,1.559151617
"106",3,0,"metropolitan",3,2,0.15,2841,61.75,1.308875703
"107",1,0,"urban",0,1,0.15,1042,6.37,1.018729687
"108",3,1,"metropolitan",2,2,0.3,2850,17.1,0.688100882
"109",1,0,"urban",1,1,0.7,988,1.9,2.720214128
"110",3,1,"metropolitan",1,1,0.05,1811,7.6,1.589073887
"111",4,2,"metropolitan",2,1,0.7,2236,0.86,0.941627177
"112",4,2,"metropolitan",2,1,0.7,2236,0.86,0.941627177
"113",4,2,"metropolitan",2,1,0.7,2236,0.86,1.147244268
"114",3,0,"metropolitan",0,3,0.05,4630,3.63,0.476997037
"115",3,0,"metropolitan",1,2,0.05,2878,7.84,1.204103037
"116",3,0,"metropolitan",1,2,0.05,2878,21.66,1.108836125
"117",3,1,"metropolitan",2,2,0.15,4763,11.4,1.050036626
"118",3,1,"metropolitan",2,2,0.7,3088,7.6,1.433601059
"119",3,0,"urban",1,3,0.7,2198,4.75,1.522545359
"120",4,2,"urban",0,0,0.05,1608,4.41,0.561956795
"121",5,2,"metropolitan",2,1,0.3,1641,5.7,1.002487983
"122",4,2,"metropolitan",1,2,1.5,5618,47.5,0.718617142
"123",4,2,"metropolitan",1,2,1.5,5618,40.61,0.597727588
"124",2,0,"urban",2,1,0.7,2012,14.25,0.896418804
"125",2,0,"urban",2,1,0.7,2012,2.85,0.548019429
"126",3,1,"metropolitan",2,3,0.7,4994,19,0.637814211
"127",3,1,"metropolitan",2,3,0.7,4994,0.78,0.920278979
"128",2,0,"metropolitan",2,2,0.3,1954,2.85,0.833847207
"129",2,0,"metropolitan",1,1,0.7,4322,2.66,0.986719824
"130",3,1,"metropolitan",2,2,0.7,6340,24.7,1.314200466
"131",2,0,"urban",2,2,0.3,6409,0.98,0.680562035
"132",2,0,"urban",2,2,0.3,6409,31.35,0.656963025
"133",2,0,"rural",1,2,0.7,3936,2.85,0.33446465
"134",5,1,"urban",2,2,0.3,3417,6.65,0.403427414
"135",5,1,"urban",2,2,0.3,3417,36.1,0.72681319
"136",2,0,"metropolitan",2,1,0.05,3540,9.5,0.867226562
"137",2,0,"metropolitan",1,1,0.05,1765,9.03,0.531294768
"138",3,1,"metropolitan",2,2,0.3,2931,2.45,1.104830384
"139",2,0,"metropolitan",1,2,0.05,2791,17.15,1.545327337
"140",2,0,"metropolitan",1,2,0.05,2791,13.54,2.139766038
"141",3,1,"urban",1,2,0.3,4063,28.5,1.236461163
"142",3,1,"urban",1,2,0.3,4063,1.47,1.481933306
"143",6,4,"urban",2,2,0.3,3612,19,0.387983714
"144",4,2,"urban",2,2,0.15,2143,5.7,1.015357088
"145",4,2,"urban",2,2,0.15,2143,4.51,0.73937783
"146",4,2,"metropolitan",1,1,0.15,2412,12.35,1.11336092
"147",3,0,"urban",3,2,0.05,3359,4.75,0.940512291
"148",2,0,"urban",2,1,0.15,4181,3.8,1.388990305
"149",2,0,"rural",2,2,0.05,2060,23.75,1.340944856
"150",2,0,"rural",2,2,0.05,2060,30.4,1.290287963
"151",2,0,"rural",1,1,1.5,957,0.98,2.118677366
"152",2,0,"urban",2,1,0.7,3411,7.6,0.95057434
"153",3,1,"urban",1,2,0.7,2720,5.7,0.879393975
"154",3,1,"urban",1,2,0.7,2720,26.6,0.823212132
"155",2,0,"metropolitan",2,2,0.15,2640,4.75,0.440292708
"156",2,0,"urban",1,1,0.3,2570,17.1,0.722359231
"157",3,0,"metropolitan",1,1,0.3,1389,0.76,0.308482311
"158",3,1,"metropolitan",2,1,0.7,3620,23.75,0.724407596
"159",2,0,"urban",2,2,1.5,3244,28.5,0.985268277
"160",2,0,"urban",2,2,1.5,3244,12.35,0.863754915
"161",2,0,"metropolitan",2,1,0.7,5583,5.42,0.515559651
"162",2,0,"metropolitan",1,1,1.5,3244,3.8,0.742607415
"163",6,4,"urban",2,1,0.15,1335,29.45,1.719988136
"164",2,0,"urban",1,2,0.7,3391,1.96,1.605650301
"165",2,0,"urban",1,2,0.7,3391,4.41,1.471450143
"166",1,0,"metropolitan",1,1,0.3,2488,1.9,1.642376126
"167",3,0,"urban",2,1,0.3,3635,1.43,1.076493232
"168",1,0,"metropolitan",0,1,0.05,1398,8.55,5.901009995
"169",4,2,"urban",2,2,1.5,4746,2.85,0.956024853
"170",4,2,"urban",2,2,1.5,4746,28.5,1.003109824
"171",3,0,"metropolitan",3,1,0.15,3404,23.75,1.145491019
"172",2,0,"urban",1,1,0.7,1234,3.8,0.704348813
"173",3,1,"urban",1,2,0.3,3964,22.56,0.438277655
"174",5,3,"metropolitan",1,1,0.3,2515,7.6,0.757847356
"175",5,3,"metropolitan",1,1,0.3,2515,8.55,0.757847356
"176",3,1,"metropolitan",1,2,0.3,4538,25.27,1.448715703
"177",3,1,"metropolitan",2,1,0.15,2574,22.8,0.982643583
"178",2,0,"metropolitan",2,1,0.3,2864,3.33,1.221313224
"179",4,1,"metropolitan",1,2,0.3,3099,3.8,0.118768513
"180",3,1,"metropolitan",2,2,3.5,3159,7.79,0.536741295
"181",1,0,"metropolitan",1,1,0.05,1332,9.5,4.025958723
"182",5,0,"metropolitan",3,3,0.15,2960,4.75,0.490653108
"183",5,0,"metropolitan",3,3,0.15,2960,4.75,0.556733026
"184",5,0,"metropolitan",3,3,0.15,2960,4.9,0.382141543
"185",3,0,"rural",2,2,0.7,2073,52.25,1.015661688
"186",3,0,"rural",2,2,0.7,2073,10.45,0.930772743
"187",2,0,"metropolitan",2,1,0.05,2093,23.75,0.352529581
"188",4,0,"urban",3,3,0.7,5483,0.98,1.432077147
"189",4,0,"urban",3,3,0.7,5483,33.25,1.408571512
"190",4,0,"urban",3,3,0.7,5483,4.75,2.415194349
"191",2,0,"metropolitan",1,1,0.15,1482,6.18,1.640853308
"192",3,1,"urban",1,2,0.15,2523,76,0.466866902
"193",3,1,"urban",1,2,0.15,2523,3.33,0.454114051
"194",2,0,"urban",2,2,0.7,2523,6.65,1.450660171
"195",2,0,"urban",2,2,0.7,2523,4.75,1.755857412
"196",2,0,"metropolitan",0,1,0.3,1620,3.61,2.858939322
"197",4,2,"rural",2,2,3.5,2306,20.9,0.449168908
"198",3,1,"urban",2,2,0.7,3635,1.9,0.425219804
"199",3,1,"urban",2,2,0.7,3635,38,0.207412853
"200",2,0,"metropolitan",1,0,0.7,2619,10.45,0.736243861
"201",1,0,"metropolitan",1,1,0.7,2242,31.35,7.662806454
"202",3,0,"urban",3,3,0.05,5253,39.9,2.612827653
"203",3,0,"urban",3,3,0.05,5253,29.45,1.094976516
"204",3,0,"urban",3,3,0.05,5253,9.5,1.249018219
"205",2,0,"urban",1,0,0.7,1913,3.8,1.07460702
"206",2,0,"urban",2,1,1.5,2285,0.86,1.232874328
"207",2,0,"urban",2,1,0.7,2669,19,1.031753855
"208",1,0,"urban",1,1,0.05,1629,4.28,3.02534466
"209",2,0,"metropolitan",2,2,0.7,2682,17.1,1.445395734
"210",2,0,"metropolitan",2,2,0.7,2682,17.1,1.283543801
"211",4,1,"metropolitan",1,2,0.3,3696,9.03,0.30066074
"212",4,1,"metropolitan",1,2,0.3,3696,27.98,0.454603143
"213",4,2,"rural",1,2,0.15,1533,43.7,1.025436883
"214",4,2,"metropolitan",2,2,0.15,3286,11.97,0.716596561
"215",3,1,"metropolitan",2,1,0.7,3547,9.5,1.34417613
"216",4,2,"urban",2,2,0.3,3067,4.75,1.035910776
"217",4,2,"urban",2,2,0.3,3067,7.7,0.766688203
"218",2,0,"metropolitan",1,2,0.3,2242,1.96,0.799723797
"219",2,0,"metropolitan",1,2,0.3,2242,1.96,0.770166909
"220",3,1,"metropolitan",2,2,0.3,3424,38,2.914395383
"221",3,1,"metropolitan",2,2,0.3,3424,46.55,5.462874959
"222",2,0,"urban",1,1,0.7,2921,21.85,1.643789584
"223",2,0,"urban",1,1,0.7,2921,3.61,1.853186375
"224",5,1,"urban",5,3,0.7,8092,9.5,0.832522378
"225",2,0,"metropolitan",1,1,0.05,2869,19,1.877298764
"226",4,2,"metropolitan",2,1,0.15,2077,12.35,0.579702213
"227",1,0,"metropolitan",1,1,0.05,2883,3.43,1.455791279
"228",3,1,"metropolitan",1,1,0.7,3310,36.1,1.139003515
"229",3,0,"metropolitan",1,3,0.05,5855,1.47,0.808149242
"230",3,0,"metropolitan",1,3,0.05,5855,1.47,0.808149242
"231",3,0,"metropolitan",1,3,0.05,5855,0.49,1.352533898
"232",6,3,"urban",1,2,0.3,2878,2.85,0.380876371
"233",2,0,"metropolitan",2,2,0.15,3000,13.3,1.22433286
"234",1,0,"urban",1,0,0.05,745,4.28,1.229921534
"235",4,2,"metropolitan",2,2,0.15,3605,1.9,0.678550338
"236",4,2,"metropolitan",2,2,0.15,3605,6.37,0.651497069
"237",1,0,"metropolitan",1,1,0.05,1863,22.8,0.961604351
"238",1,0,"metropolitan",1,1,0.7,1118,25.65,2.687429637
"239",2,0,"metropolitan",1,2,0.7,2170,19.95,2.616028954
"240",1,0,"metropolitan",1,1,0.05,1225,7.6,1.253174819
"241",1,0,"metropolitan",1,1,0.7,1983,30.4,5.561510006
"242",3,0,"urban",2,1,1.5,3491,23.75,0.765830985
"243",3,1,"urban",1,1,0.05,3083,11.4,0.662441606
"244",4,2,"metropolitan",1,2,0.05,3221,2.85,0.192047893
"245",4,2,"metropolitan",1,2,0.05,3221,2.38,0.191849662
"246",3,1,"urban",2,1,0.05,3744,42.75,0.977053582
"247",6,4,"metropolitan",1,2,0.05,2130,12.35,1.079037721
"248",4,2,"metropolitan",1,2,0.05,2499,2.94,1.011556755
"249",2,0,"urban",1,1,1.5,4912,90.25,1.079975658
"250",4,2,"metropolitan",1,2,0.15,2263,9.5,0.487083632
"251",4,2,"metropolitan",2,1,0.05,3511,7.6,0.950356517
"252",4,1,"metropolitan",1,3,0.7,2800,0.98,0.411895163
"253",4,1,"metropolitan",1,3,0.7,2800,19,0.427702567
"254",1,0,"metropolitan",0,1,0.05,1677,0.98,4.17742867
"255",3,1,"metropolitan",1,1,0.05,3484,9.03,1.119983629
"256",2,0,"urban",2,2,0.05,1458,0.29,2.162588259
"257",4,0,"urban",2,2,0.05,3605,5.7,0.394787003
"258",4,2,"urban",1,1,0.05,1829,2.38,1.066968827
"259",4,2,"urban",1,1,0.05,1829,2.38,1.066968827
"260",1,0,"rural",1,1,0.7,957,14.25,0.994243799
"261",1,0,"rural",1,1,0.7,957,14.25,0.994243799
"262",4,0,"urban",4,4,0.7,3244,11.4,0.296380076
"263",4,0,"urban",4,4,0.7,3244,3.8,0.316788119
"264",4,0,"urban",4,4,0.7,3244,66.5,0.670076228
"265",4,0,"urban",4,4,0.7,3244,15.2,0.528707463
"266",4,1,"rural",1,1,0.15,3554,1.35,1.553163776
"267",4,2,"metropolitan",2,2,0.15,4262,9.5,0.305590354
"268",4,2,"metropolitan",2,2,0.15,4262,11.4,0.404567467
"269",6,1,"urban",3,3,0.7,2582,7.6,0.298833006
"270",3,0,"metropolitan",0,3,0.15,3936,13.54,0.440297373
"271",3,0,"metropolitan",0,3,0.15,3936,8.12,1.122235905
"272",3,1,"metropolitan",1,2,0.15,5855,9.5,0.850427453
"273",3,1,"metropolitan",1,2,0.15,5855,9.5,1.176292514
"274",4,0,"metropolitan",2,3,0.3,3286,21.85,0.494678411
"275",4,0,"metropolitan",2,2,0.05,4238,13.3,0.862389104
"276",4,0,"metropolitan",2,2,0.05,4238,9.03,0.848234138
"277",2,0,"urban",1,2,1.5,2657,13.4,0.426764026
"278",2,0,"urban",1,1,3.5,2310,23.75,2.731594576
"279",2,1,"metropolitan",1,2,0.15,1882,21.85,1.190409368
"280",5,0,"metropolitan",2,3,0.7,2716,10.45,0.396645888
"281",5,0,"metropolitan",2,3,0.7,2716,10.45,0.380831928
"282",4,2,"urban",2,2,0.7,2256,1.43,0.658992187
"283",4,2,"urban",2,2,0.7,2256,1.47,0.632718686
"284",4,2,"urban",2,2,0.7,2632,0.98,0.967175246
"285",4,2,"urban",2,2,0.7,2632,0.1,0.967175246
"286",4,2,"urban",2,2,0.7,2632,28.5,1.02253457
"287",2,0,"metropolitan",1,2,0.15,2225,5.7,0.722583238
"288",2,0,"metropolitan",1,2,0.15,2225,5.7,1.092035754
"289",2,0,"urban",2,1,0.7,3430,14.25,1.21617768
"290",4,1,"metropolitan",2,3,0.3,2038,0.2,0.775455624
"291",4,1,"metropolitan",2,3,0.3,2038,2.85,0.775455624
"292",4,1,"metropolitan",2,3,0.3,2038,19,0.744538817
"293",4,1,"metropolitan",2,3,0.3,2038,2.85,1.152175182
"294",4,1,"metropolitan",2,3,0.3,2038,2.85,1.152175182
"295",4,1,"metropolitan",2,3,0.3,2038,2.85,1.152175182
"296",3,0,"urban",0,1,0.15,799,10.83,0.864115741
"297",4,2,"urban",2,1,0.15,3256,23.75,0.46974167
"298",5,3,"urban",1,1,0.3,2786,2.85,0.36270881
"299",2,0,"urban",1,2,0.05,4003,3.92,1.026864397
"300",2,0,"metropolitan",1,2,0.05,2695,23.75,2.469477494
"301",2,0,"metropolitan",1,2,0.05,2695,22.56,1.908850769
"302",4,2,"metropolitan",1,1,0.7,5037,22.56,1.42496194
"303",1,0,"rural",1,1,0.3,1290,66.5,0.830890929
"304",4,1,"urban",1,1,0.7,4274,8.82,0.341182625
"305",4,1,"urban",1,1,0.7,4274,8.55,0.341182625
"306",4,2,"urban",2,1,0.7,2002,4.28,2.930414153
"307",5,0,"metropolitan",1,2,0.05,1098,10.45,0.600999383
"308",5,0,"metropolitan",1,2,0.05,1098,9.5,0.930047644
"309",2,0,"metropolitan",2,1,0.05,3341,11.27,0.886263327
"310",4,0,"metropolitan",2,1,0.3,1012,0.39,0.403585666
"311",2,0,"urban",2,2,1.5,2611,68.4,0.838469415
"312",2,0,"urban",2,2,1.5,2611,6.65,0.483113324
"313",2,0,"urban",2,2,0.7,2869,11.4,0.97844003
"314",2,0,"metropolitan",2,1,0.05,3310,34.2,0.267271209
"315",2,0,"metropolitan",1,2,0.7,1554,2.85,1.393524447
"316",2,0,"metropolitan",1,2,0.7,1554,2.85,1.337965722
"317",5,1,"urban",4,2,0.3,4192,6.65,0.411790808
"318",5,1,"urban",4,2,0.3,4192,23.75,0.600116768
"319",2,0,"metropolitan",2,1,0.15,1713,5.7,1.845475974
"320",4,0,"urban",3,1,0.05,7566,38,0.778138907
"321",4,2,"urban",1,2,0.7,2306,22.8,0.540772774
"322",4,2,"metropolitan",2,2,0.3,2686,7.6,0.940531855
"323",4,2,"metropolitan",2,2,0.3,2686,10.55,0.651850793
"324",4,0,"urban",4,4,0.7,4298,14.25,0.471303109
"325",4,0,"urban",4,4,0.7,4298,19,0.452512624
"326",4,0,"urban",4,4,0.7,4298,19,0.88067612
"327",4,0,"urban",4,4,0.7,4298,4.75,0.672345133
"328",2,0,"urban",1,1,1.5,1509,16.25,2.656939987
"329",4,0,"metropolitan",4,4,0.15,3837,3.8,0.747338275
"330",5,2,"metropolitan",2,3,0.7,1945,2.94,1.209529464
"331",5,3,"urban",1,1,0.3,2554,2.85,1.340467637
"332",5,3,"urban",1,1,0.3,2554,2.85,1.340467637
"333",2,0,"urban",1,2,0.3,2123,6.65,0.97608469
"334",2,0,"metropolitan",2,2,0.3,4033,2.85,1.080921184
"335",3,1,"rural",2,2,0.3,2795,17.1,0.633493858
"336",1,0,"metropolitan",1,0,0.05,1105,15.34,2.164378763
"337",3,1,"metropolitan",2,2,0.3,3794,19.95,0.676451868
"338",4,2,"rural",2,2,3.5,2760,6.18,1.396552674
"339",3,1,"urban",1,1,0.3,2813,2.25,0.848947482
"340",2,0,"urban",1,1,0.7,1964,45.6,0.630192576
"341",2,0,"urban",1,2,0.05,2002,4.9,1.181716108
"342",2,0,"urban",1,2,0.05,2002,14.25,1.117738804
"343",4,0,"metropolitan",2,2,0.05,4781,2.38,0.739518818
"344",5,2,"metropolitan",1,3,0.05,2699,6.32,0.663056388
"345",5,2,"metropolitan",1,3,0.05,2699,4.75,0.917124986
"346",1,0,"metropolitan",2,1,1.5,3575,21.85,1.113965748
"347",2,0,"rural",2,2,0.3,3126,5.88,0.925107182
"348",2,0,"rural",2,2,0.3,3126,12.35,0.978058608
"349",3,1,"urban",1,2,3.5,4538,1.43,0.77494231
"350",3,1,"urban",1,2,3.5,4538,1.47,0.845619105
"351",4,0,"metropolitan",4,2,0.7,8092,9.8,1.151027728
"352",4,0,"metropolitan",4,2,0.7,8092,36.1,1.508557336
"353",4,1,"urban",3,3,1.5,4932,2.85,0.494888138
"354",4,1,"urban",3,3,1.5,4932,47.5,0.834627545
"355",4,0,"metropolitan",3,3,0.7,2777,4.75,0.408762723
"356",4,0,"metropolitan",3,3,0.7,2777,19,0.524833545
"357",4,0,"metropolitan",3,3,0.7,2777,28.5,0.748709849
"358",3,1,"metropolitan",1,2,0.7,2619,5.7,2.399562687
"359",6,2,"urban",3,2,0.05,2611,4.75,0.625843534
"360",3,0,"metropolitan",1,1,0.3,2764,7.6,0.763387832
"361",2,0,"urban",2,2,0.3,2382,9.03,0.947523325
"362",2,0,"urban",2,2,0.3,2382,12.16,0.912503934
"363",4,2,"metropolitan",2,2,0.3,3051,28.5,0.878811652
"364",4,2,"metropolitan",2,2,0.3,3051,3.8,1.215552912
"365",3,0,"urban",1,2,0.05,3072,2.38,0.522959825
"366",3,0,"urban",1,2,0.05,3072,13.54,0.867485527
"367",6,3,"metropolitan",3,4,0.7,2975,95,0.500035975
"368",6,3,"metropolitan",3,4,0.7,2975,28.5,0.468090177
"369",6,3,"metropolitan",3,4,0.7,2975,33.25,0.829467563
"370",6,3,"metropolitan",3,4,0.7,2975,10.45,0.5547517
"371",8,2,"metropolitan",3,1,0.7,2836,23.75,0.290466507
"372",4,0,"urban",3,3,0.3,2097,26.6,0.637643189
"373",1,0,"rural",1,1,0.7,2263,5.7,3.575266291
"374",7,4,"rural",3,3,0.3,3227,1.27,0.831577471
"375",5,3,"rural",1,1,0.15,2566,26.6,0.575718579
"376",2,0,"metropolitan",2,2,0.15,3083,5.04,2.253503103
"377",2,0,"metropolitan",2,2,0.15,3083,5.61,2.163657704
"378",5,2,"urban",3,2,0.3,3744,28.5,0.605340554
"379",4,1,"urban",2,1,0.3,3918,57.95,1.174861594
"380",4,2,"metropolitan",2,2,0.7,2067,21.85,0.509641266
"381",4,2,"metropolitan",2,2,0.7,2067,7.6,0.528531012
"382",2,0,"metropolitan",1,2,0.3,4952,36.1,0.747172203
"383",2,0,"metropolitan",1,2,0.3,4952,36.1,0.794783394
"384",5,3,"urban",1,2,0.7,2120,0.95,0.906250789
"385",5,3,"urban",1,2,0.7,2120,1.9,1.946411084
"386",2,0,"urban",1,2,0.7,1731,6.32,0.5596195
"387",2,0,"urban",1,2,0.7,1731,5.7,0.575335253
"388",2,0,"metropolitan",1,1,0.7,1891,4.75,1.889436823
"389",3,0,"metropolitan",2,2,0.7,3657,9.5,1.43561473
"390",2,0,"urban",1,2,0.3,1464,5.7,0.519068601
"391",2,0,"urban",1,2,0.3,1464,1.47,0.533645567
"392",2,0,"urban",1,2,0.3,1464,1.47,0.533645567
"393",4,2,"urban",1,2,0.3,1888,0.1,0.742903375
"394",4,2,"urban",1,2,0.3,1888,0.1,0.742903375
"395",4,1,"urban",2,2,0.05,2295,7.6,0.730742711
"396",2,0,"metropolitan",1,2,0.15,5855,17.1,2.598769293
"397",2,0,"metropolitan",1,2,0.15,5855,13.54,2.886679015
"398",2,0,"metropolitan",2,2,0.05,4063,2.38,3.934235904
"399",4,2,"metropolitan",2,2,0.7,7076,23.75,0.629403858
"400",4,0,"rural",6,3,0.7,6952,0.98,0.659924979
"401",2,0,"urban",2,1,0.15,3142,5.88,1.53619859
"402",2,0,"urban",2,2,0.7,6213,0.98,3.288009406
"403",3,1,"metropolitan",1,1,0.15,2253,1.96,1.739248432
"404",3,1,"metropolitan",1,2,0.3,3525,3.92,1.922675312
"405",3,1,"metropolitan",1,2,0.3,3525,3.8,1.922675312
"406",3,1,"metropolitan",1,2,0.3,3525,6.37,1.452294306
"407",5,3,"metropolitan",2,2,0.7,5583,2.85,0.976317971
"408",4,2,"rural",2,2,0.7,3450,4.75,0.397973702
"409",4,2,"rural",2,2,0.7,3450,3.8,0.420752981
"410",2,0,"metropolitan",0,1,0.05,2897,1.96,1.782760358
"411",5,3,"metropolitan",0,1,0.05,2180,9.5,0.913360336
"412",4,1,"urban",3,2,0.05,2191,25.65,0.445933349
"413",4,1,"urban",3,2,0.05,2191,13.78,0.643421046
"414",4,2,"metropolitan",2,2,1.5,3292,12.35,1.068842179
"415",4,1,"urban",4,3,0.3,3115,0.29,0.871430736
"416",4,2,"metropolitan",2,1,0.15,2263,3.8,1.718702165
"417",4,2,"metropolitan",2,1,0.15,2263,3.8,1.718702165
