"","hh_size","n_children","region_type","hh_autos","n_emp","dist_to_transit","hh_income","trip_length_km","weight"
"892",3,1,"rural",1,2,0.05,3590,0.48,1.160912267
"893",2,0,"metropolitan",1,2,0.7,5201,8.82,0.562616244
"894",4,2,"urban",2,2,0.7,3597,4.28,0.925355672
"895",4,0,"urban",2,2,0.05,4335,5.7,0.452215629
"896",4,0,"urban",2,2,0.05,4335,7.84,0.469570421
"897",2,0,"urban",1,2,0.05,1854,74.1,1.543317893
"898",1,0,"urban",2,1,1.5,1002,0.98,3.779627776
"899",4,2,"metropolitan",1,1,0.15,2850,15.2,0.326334065
"900",3,0,"metropolitan",1,3,0.7,2611,14.06,0.846876464
"901",3,1,"urban",1,1,0.7,1841,2.45,0.658976968
"902",4,1,"metropolitan",1,1,0.05,1659,9.03,0.474435801
"903",8,4,"urban",2,1,0.15,2960,7.6,0.682020137
"904",2,0,"rural",1,2,0.3,2038,14.25,0.988910126
"905",2,0,"rural",1,2,0.3,2038,14.25,1.140118625
"906",2,0,"urban",1,1,0.05,2546,5.42,0.417887279
"907",5,3,"metropolitan",2,2,0.05,3927,47.5,0.771799951
"908",4,2,"metropolitan",3,2,0.3,4322,66.5,0.461819328
"909",4,2,"metropolitan",3,2,0.3,4322,0.95,0.821444284
"910",1,0,"metropolitan",1,1,0.15,1752,0.98,2.207505857
"911",1,0,"metropolitan",1,1,0.15,1752,0.98,2.207505857
"912",2,0,"metropolitan",1,1,0.05,4360,3.8,0.452255352
"913",1,0,"urban",1,1,0.15,914,20.9,4.22089641
"914",2,0,"metropolitan",2,0,0.05,2120,4.75,0.651164087
"915",1,0,"urban",0,1,0.15,2427,54.15,1.937452653
"916",5,3,"urban",1,1,0.05,2012,16.15,1.200541424
"917",5,3,"metropolitan",1,1,0.15,3688,13.3,1.371296791
"918",4,1,"rural",2,3,0.3,5082,8.08,0.469689285
"919",4,1,"rural",2,3,0.3,5082,0.2,0.349006086
"920",2,0,"metropolitan",1,1,0.15,1900,5.7,1.987023275
"921",2,0,"metropolitan",1,1,0.15,1900,5.88,1.987023275
"922",2,0,"metropolitan",1,1,0.05,2469,2.94,0.88540901
"923",6,0,"urban",8,4,0.7,2627,15.2,0.387983714
"924",6,0,"urban",8,4,0.7,2627,25.65,0.394458219
"925",6,0,"urban",8,4,0.7,2627,17.1,0.654333516
"926",6,0,"urban",8,4,0.7,2627,15.2,0.654333516
"927",1,0,"urban",1,1,0.15,815,4.75,0.220719957
"928",3,1,"metropolitan",2,2,0.05,4348,2.71,2.76162788
"929",3,1,"metropolitan",2,2,0.05,4348,8.55,2.281610992
"930",2,0,"metropolitan",2,1,0.05,5334,11.76,0.482311205
"931",4,2,"metropolitan",2,1,0.7,2031,10.07,0.516636275
"932",4,2,"metropolitan",2,1,0.7,2222,38,0.896685233
"933",2,0,"metropolitan",1,1,0.3,1341,0.1,1.077685429
"934",2,0,"metropolitan",1,1,0.3,1341,6.32,1.077685429
"935",1,0,"metropolitan",1,1,0.3,1446,1.14,2.811818253
"936",1,0,"metropolitan",1,1,0.3,1446,1.14,2.811818253
"937",2,0,"rural",1,1,1.5,2306,38,0.533539492
"938",4,2,"metropolitan",1,2,0.15,3837,16.15,1.368197911
"939",4,2,"metropolitan",1,2,0.15,3837,16.15,1.07302557
"940",2,0,"metropolitan",1,2,0.15,3115,0.48,0.627743615
"941",2,0,"metropolitan",1,2,0.15,3115,0.29,0.448495752
"942",2,0,"metropolitan",1,2,0.15,3115,0.59,0.448495752
"943",3,0,"metropolitan",1,2,0.05,2860,10.83,0.809132956
"944",4,2,"metropolitan",2,2,0.05,2960,5.7,0.994163176
"945",2,0,"metropolitan",1,2,0.7,3846,9.5,0.751058033
"946",3,0,"rural",3,3,0.3,2652,18.05,0.964689809
"947",3,0,"rural",3,3,0.3,2652,42.75,1.532542948
"948",3,1,"urban",2,1,0.3,4854,33.25,0.722318668
"949",3,0,"metropolitan",2,3,0.15,3681,12.35,1.223847627
"950",1,0,"metropolitan",1,1,0.05,1250,1.67,3.644678823
"951",1,0,"metropolitan",1,1,0.7,1967,7.6,2.78687656
"952",1,0,"metropolitan",1,1,0.05,3547,33.25,3.37372659
"953",2,0,"urban",1,1,0.3,1620,6.65,2.318476121
"954",4,0,"urban",4,3,0.05,4115,15.2,0.611912902
"955",4,0,"urban",4,3,0.05,4115,15.2,1.015050773
"956",1,0,"urban",1,1,0.7,917,7.6,3.34461257
"957",2,0,"metropolitan",2,2,0.7,4614,6.65,1.985750864
"958",2,0,"metropolitan",2,2,0.7,4614,7.6,3.653330162
"959",2,0,"urban",1,1,0.3,2080,2.45,0.798773577
"960",1,0,"metropolitan",1,1,0.7,1786,7.84,5.736851082
"961",4,0,"metropolitan",2,2,0.15,2090,0.59,0.517032006
"962",4,0,"metropolitan",2,2,0.15,2090,3.61,0.83453192
"963",3,0,"metropolitan",1,3,0.3,2603,3.61,0.869870733
"964",3,0,"metropolitan",1,3,0.3,2603,3.8,0.677492385
"965",3,0,"metropolitan",1,3,0.3,2603,1.47,0.987022721
"966",3,0,"metropolitan",1,3,0.3,2603,1.43,0.987022721
"967",3,0,"metropolitan",2,2,0.7,2562,11.88,0.650254562
"968",3,0,"metropolitan",2,2,0.7,2562,22.8,1.506765438
"969",3,0,"metropolitan",3,2,0.05,4094,5.7,0.786251203
"970",3,0,"metropolitan",3,2,0.05,4094,5.7,0.754903984
"971",5,1,"urban",3,1,0.05,5452,21.85,0.882924503
"972",3,1,"rural",2,2,0.15,3204,3.04,0.66129346
"973",3,0,"urban",1,0,0.7,3568,5.42,0.097435843
"974",2,0,"metropolitan",0,1,0.05,1305,2.71,0.860226331
"975",2,0,"urban",1,2,0.15,1203,25.65,2.070067506
"976",2,0,"urban",1,2,0.15,1203,7.22,1.581476408
"977",2,0,"metropolitan",2,2,0.7,2632,36.1,1.386196264
"978",2,0,"metropolitan",2,2,0.7,2632,25.65,1.330929707
"979",3,0,"urban",1,1,0.05,2310,4.56,0.577532051
"980",3,1,"urban",2,2,0.3,2855,2.85,1.173717044
"981",3,1,"urban",2,2,0.3,2855,3.33,1.314720486
"982",5,1,"urban",4,2,0.3,7566,15.2,0.532428377
"983",5,1,"urban",4,2,0.3,7566,18.05,0.500319086
"984",2,0,"urban",2,2,0.15,2539,4.75,0.619974449
"985",2,1,"urban",1,1,0.7,1641,2.45,1.249478294
"986",3,0,"rural",2,1,0.7,4105,19.95,1.473759302
"987",2,0,"urban",0,2,0.7,1980,63.18,1.990018956
"988",2,0,"urban",0,2,0.7,1980,0.59,1.935659961
"989",2,0,"metropolitan",0,1,0.05,2302,6.32,3.072953094
"990",2,0,"metropolitan",2,2,0.3,6740,2.85,0.300923916
"991",2,0,"metropolitan",2,2,0.3,6740,8.55,0.536288211
"992",2,0,"metropolitan",2,2,0.3,3104,8.55,0.358781303
"993",6,4,"metropolitan",1,1,0.3,2640,3.43,0.629668712
"994",6,4,"metropolitan",1,1,0.3,2640,3.33,0.629668712
"995",4,0,"metropolitan",2,3,0.3,6562,0.29,0.655217252
"996",4,0,"metropolitan",2,3,0.3,6562,20.9,1.152279886
"997",4,2,"urban",2,2,0.3,3115,6.65,1.976069718
"998",2,0,"metropolitan",1,1,0.15,2157,2.85,1.440166677
"999",2,0,"metropolitan",1,1,0.15,2157,2.85,1.440166677
"1000",4,2,"metropolitan",1,1,0.15,3110,12.35,0.327515783
"1001",3,1,"urban",1,1,0.7,2126,24.7,0.913458775
"1002",2,0,"metropolitan",1,2,0.15,2980,18.05,0.498218582
"1003",2,0,"metropolitan",1,2,0.15,2980,2.94,0.7211116
"1004",4,2,"metropolitan",2,2,0.7,4003,5.7,1.151086273
"1005",4,2,"metropolitan",2,2,0.7,4003,4.28,1.105193368
"1006",2,0,"rural",1,2,0.05,2665,82.65,0.388259515
"1007",1,0,"urban",1,1,0.3,2511,28.5,1.182896792
"1008",2,0,"metropolitan",1,2,0.15,2364,4.51,1.572028829
"1009",2,0,"metropolitan",1,2,0.15,2364,3.43,1.311632977
"1010",2,0,"urban",1,2,0.3,2760,20.9,0.648743784
"1011",2,0,"urban",1,1,0.15,1247,13.3,1.449484173
"1012",2,1,"urban",1,2,0.7,2427,31.35,0.343273911
"1013",2,1,"urban",1,2,0.7,2427,20.9,0.739835807
"1014",2,0,"urban",2,2,0.15,2707,3.33,2.121135165
"1015",2,0,"urban",2,2,0.15,2707,9.03,2.156531755
"1016",3,0,"metropolitan",2,2,0.15,2902,0.95,0.902690706
"1017",3,0,"metropolitan",2,2,0.15,2902,0.95,0.902690706
"1018",3,0,"metropolitan",2,2,0.15,2902,23.75,1.626283908
"1019",3,1,"metropolitan",1,2,0.05,4053,9.8,0.429434202
"1020",4,2,"metropolitan",1,2,0.7,2306,17.1,1.169708505
"1021",4,2,"metropolitan",1,2,0.7,2306,11.4,0.845667394
"1022",3,1,"metropolitan",1,2,0.05,4159,2.38,0.983760967
"1023",3,1,"metropolitan",1,2,0.05,4159,2.38,0.992549705
"1024",4,0,"rural",3,3,0.15,3268,0.98,0.983239616
"1025",4,0,"rural",3,3,0.15,3268,0.98,0.983239616
"1026",4,0,"rural",3,3,0.15,3268,0.98,0.983239616
"1027",4,0,"rural",3,3,0.15,3268,32.3,1.021776139
"1028",4,0,"rural",3,3,0.15,3268,7.6,1.072827429
"1029",2,0,"urban",1,1,0.7,2177,1.96,1.511971487
"1030",2,0,"urban",1,1,0.7,2177,1.96,1.738856031
"1031",3,1,"metropolitan",2,2,0.3,2100,8.55,1.038051504
"1032",2,0,"urban",3,1,0.05,6340,4.18,0.58870764
"1033",1,0,"metropolitan",1,1,0.7,1986,5.7,6.44720923
"1034",2,1,"urban",1,1,0.05,1062,9.5,1.083665077
"1035",3,2,"urban",1,1,0.05,1677,0.39,1.143698201
"1036",4,1,"rural",2,1,0.3,2356,25.65,1.826454659
"1037",2,0,"rural",2,2,0.3,5037,14.25,1.369721264
"1038",2,0,"rural",2,2,0.3,5037,19,1.494643478
"1039",1,0,"metropolitan",1,1,0.15,2123,22.33,5.692355133
"1040",3,1,"metropolitan",2,2,0.05,3378,4.75,1.205771929
"1041",2,0,"urban",2,2,0.3,2912,9.5,1.050625406
"1042",5,2,"urban",1,1,0.05,3233,3.33,0.937211415
"1043",5,3,"rural",1,1,3.5,3268,3.53,0.700307147
"1044",2,0,"metropolitan",1,1,0.15,2313,2.45,0.667170287
"1045",2,0,"metropolitan",1,1,0.15,2313,2.45,0.667170287
"1046",3,0,"urban",4,1,0.15,2449,12.74,1.788218983
"1047",3,0,"metropolitan",3,3,1.5,3590,7.6,0.683720169
"1048",3,0,"metropolitan",3,3,1.5,3590,18.05,1.634959511
"1049",4,1,"urban",1,0,0.05,2064,33.25,0.675342802
"1050",3,1,"metropolitan",2,1,0.05,1701,10.45,1.940303018
"1051",2,0,"urban",2,2,0.3,6562,4.75,6.778537815
"1052",2,0,"urban",2,2,0.15,4203,66.5,2.963568666
"1053",2,0,"urban",2,2,0.15,4203,15.2,2.990044638
"1054",2,0,"urban",2,1,0.7,1644,7.6,0.980600524
"1055",2,0,"urban",2,1,0.7,1644,7.6,0.980600524
"1056",2,0,"urban",2,1,0.7,1644,5.7,0.946597449
"1057",4,1,"metropolitan",1,2,0.05,3398,2.85,0.629094255
"1058",4,1,"metropolitan",1,2,0.05,3398,5.7,1.118978458
"1059",2,0,"metropolitan",2,1,0.7,2087,9.03,0.521024393
"1060",5,3,"metropolitan",2,2,0.05,6740,0.1,0.494610591
"1061",5,3,"metropolitan",2,2,0.05,6740,1.96,0.584528173
"1062",5,3,"metropolitan",2,2,0.05,6740,1.96,0.766594834
"1063",2,1,"urban",1,1,0.3,710,0.1,1.068481859
"1064",2,0,"urban",2,1,0.7,3250,21.85,0.736509254
"1065",2,0,"metropolitan",1,0,0.3,1801,30.4,2.139911606
"1066",3,0,"metropolitan",2,2,0.7,3164,59.85,1.008789783
"1067",1,0,"rural",1,1,0.05,1857,11.4,8.554219166
"1068",3,0,"urban",2,3,1.5,2813,14.25,0.659948917
"1069",3,0,"urban",2,3,1.5,2813,28.5,0.678482213
"1070",3,0,"urban",2,3,1.5,2813,14.25,1.693080361
"1071",2,0,"urban",0,1,1.5,2648,13.54,1.37305995
"1072",2,1,"urban",1,1,0.3,2137,13.3,1.056685799
"1073",3,0,"metropolitan",3,1,0.7,3417,6.65,0.872012479
"1074",3,1,"urban",1,1,0.7,2632,0.39,0.944681261
"1075",4,2,"urban",2,3,0.3,2603,9.5,0.376829519
"1076",4,2,"urban",2,3,0.3,2603,12.35,0.361805622
"1077",2,0,"rural",2,1,0.7,2327,51.3,1.225038328
"1078",3,0,"metropolitan",2,2,0.15,3036,23.75,0.297671391
"1079",4,0,"metropolitan",3,2,0.3,3250,23.75,0.219273894
"1080",4,0,"metropolitan",3,2,0.3,3250,58.66,0.197262029
"1081",4,0,"metropolitan",3,2,0.3,3250,14.25,0.176919757
"1082",1,0,"urban",1,1,0.3,1437,26.6,2.488613087
"1083",2,0,"urban",1,2,0.3,2034,1.43,0.968557401
"1084",2,0,"urban",1,2,0.3,2034,2.38,0.984720269
"1085",3,1,"rural",1,1,0.7,2349,17.1,0.353545174
"1086",2,0,"metropolitan",1,1,0.15,2331,42.75,0.970689788
"1087",2,0,"metropolitan",2,2,1.5,3720,16.15,0.451577366
"1088",2,0,"metropolitan",2,2,1.5,3720,19.95,0.653604038
"1089",3,1,"metropolitan",2,2,0.05,2619,49.4,1.324745265
"1090",3,1,"metropolitan",2,2,0.05,2619,0.49,1.620864468
"1091",2,1,"metropolitan",1,1,0.7,1973,8.55,2.91263456
"1092",3,0,"rural",3,1,0.7,2044,78.85,1.072324985
"1093",1,0,"metropolitan",1,1,0.7,3872,1.96,1.43290178
"1094",4,1,"metropolitan",2,1,0.15,3115,14.25,0.362470674
"1095",3,0,"metropolitan",1,2,0.7,2080,0.29,0.329498691
"1096",3,0,"urban",3,1,0.3,3322,12.35,0.749477007
"1097",3,1,"metropolitan",2,1,0.05,4763,6.65,0.963575209
"1098",5,1,"metropolitan",2,2,0.05,2652,23.75,0.444977237
"1099",5,1,"metropolitan",2,2,0.05,2652,27.08,0.87009679
"1100",4,2,"urban",2,2,0.7,6045,16.15,1.05614716
"1101",5,3,"urban",2,1,0.7,2777,14.25,0.402269155
"1102",5,3,"urban",2,1,0.7,2777,95,0.509405344
"1103",2,0,"urban",1,2,0.05,3803,6.65,1.871264718
"1104",2,0,"urban",1,2,0.05,3803,4.9,2.048256308
"1105",4,2,"metropolitan",2,2,0.3,3547,23.75,1.075609687
"1106",2,0,"urban",1,1,0.7,1996,1.18,1.076964622
"1107",2,0,"urban",1,1,0.7,1996,1.18,1.076964622
"1108",2,0,"metropolitan",1,1,0.3,2827,4.75,1.122955926
"1109",3,1,"rural",2,1,0.05,2087,50.35,2.159130669
"1110",4,1,"metropolitan",1,3,0.05,5483,12.25,0.337748976
"1111",4,1,"urban",1,3,0.15,3927,16.66,0.705490628
"1112",4,1,"urban",1,3,0.15,3927,0.98,0.717263551
"1113",4,1,"urban",1,3,0.15,3927,1.81,0.628390179
"1114",2,0,"metropolitan",1,2,0.3,2686,2.94,0.747172203
"1115",2,0,"metropolitan",1,2,0.3,2686,6.32,0.794783394
"1116",5,2,"rural",1,2,0.15,3881,14.25,1.003136256
"1117",5,2,"rural",1,2,0.15,3881,8.33,0.751332999
"1118",5,2,"rural",1,2,0.15,3881,1.9,1.051619095
"1119",5,2,"rural",1,2,0.15,3881,1.9,1.051619095
"1120",4,2,"urban",2,2,0.15,3072,8.55,1.008606762
"1121",1,0,"metropolitan",1,1,0.3,3170,36.1,8.194031966
"1122",2,0,"metropolitan",0,1,0.05,1638,18.05,0.998721202
"1123",2,0,"urban",1,2,0.7,2543,2.94,0.390570035
"1124",4,2,"urban",1,1,0.3,2678,7.6,1.094348588
"1125",4,2,"metropolitan",2,2,0.05,3532,29.45,0.672898203
"1126",4,2,"metropolitan",2,2,0.05,3532,11.4,0.632317562
"1127",2,0,"metropolitan",1,2,0.3,3547,10.83,0.531033874
"1128",2,0,"metropolitan",1,2,0.3,3547,11.4,0.616201956
"1129",3,0,"metropolitan",2,1,0.7,1629,71.25,2.649252998
"1130",2,0,"metropolitan",2,2,0.3,2051,2.85,0.908746494
"1131",3,0,"metropolitan",4,2,1.5,3417,48.45,1.828125
"1132",4,2,"metropolitan",2,2,0.7,2390,5.7,1.151086273
"1133",4,2,"metropolitan",2,2,0.7,2390,7.6,1.105193368
"1134",2,0,"metropolitan",1,0,0.3,1945,0.39,0.347047842
"1135",2,0,"urban",2,2,0.7,2438,20.9,1.281670503
"1136",3,0,"urban",1,2,0.15,1247,19,0.67117752
"1137",5,3,"metropolitan",1,1,0.7,2760,0.95,1.732352683
"1138",6,1,"metropolitan",4,2,0.7,3642,28.5,0.633904717
"1139",5,2,"urban",2,1,0.7,3372,16.15,0.536257307
"1140",2,0,"metropolitan",1,2,0.05,1656,31.59,0.954434138
"1141",2,0,"metropolitan",1,2,0.05,1656,9.5,0.846090828
"1142",4,2,"metropolitan",2,2,0.7,2527,76,0.809718387
"1143",2,0,"urban",1,2,3.5,2786,7.6,0.57193589
"1144",4,2,"metropolitan",1,2,0.7,3518,13.54,0.301452168
"1145",4,2,"metropolitan",1,2,0.7,3518,2.85,0.409674851
"1146",7,0,"urban",8,7,0.05,3341,9.5,0.742083888
"1147",7,0,"urban",8,7,0.05,3341,47.5,0.620780739
"1148",4,2,"urban",1,2,0.05,3688,2.45,0.355766053
"1149",3,0,"urban",1,1,0.3,1271,1.96,0.654125853
"1150",4,0,"urban",4,3,0.7,3511,23.75,0.447607148
"1151",4,0,"urban",4,3,0.7,3511,23.75,0.616997353
"1152",4,0,"urban",4,3,0.7,3511,23.75,0.488197673
"1153",3,1,"metropolitan",1,1,0.3,964,9.03,1.366220395
"1154",2,0,"metropolitan",1,1,1.5,1786,0.29,0.980325117
"1155",3,0,"urban",2,2,0.3,2747,5.42,0.514204795
"1156",1,0,"metropolitan",1,1,0.7,3491,19,3.933630522
"1157",3,0,"metropolitan",2,2,0.3,5812,6.65,0.657003967
"1158",3,0,"metropolitan",2,2,0.3,5812,2.85,1.125521256
"1159",2,0,"urban",2,2,0.7,3704,22.56,0.837043985
"1160",2,0,"urban",2,2,0.7,3704,8.55,0.608614478
"1161",3,0,"rural",3,2,0.15,4763,47.5,0.153039094
"1162",3,1,"metropolitan",2,1,0.3,5812,5.7,0.936872651
"1163",2,0,"urban",2,1,0.15,2795,1.9,1.047376418
"1164",4,0,"rural",2,3,3.5,1590,4.75,2.117134846
"1165",4,0,"rural",2,3,3.5,1590,14.25,1.840892785
"1166",2,0,"metropolitan",2,2,1.5,4053,0.95,0.342799528
"1167",2,0,"metropolitan",1,1,0.7,3051,2.45,0.864122664
"1168",4,0,"metropolitan",2,2,0.15,6562,37.9,0.958961128
"1169",4,2,"rural",1,3,0.7,2191,27.55,1.206360161
"1170",4,1,"metropolitan",1,3,0.7,4453,10.83,0.254079935
"1171",4,1,"metropolitan",1,3,0.7,4453,10.83,0.341343261
"1172",2,0,"metropolitan",1,1,0.7,2133,20.9,1.405685115
"1173",3,0,"urban",3,1,1.5,5152,0.98,0.684718971
"1174",4,0,"metropolitan",2,3,0.15,2921,2.85,2.103266153
"1175",4,2,"metropolitan",2,2,0.15,5037,9.5,1.164002753
"1176",2,0,"urban",2,1,0.7,2809,44.65,1.352707884
"1177",7,3,"urban",1,2,0.7,1026,2.94,1.143684335
"1178",4,2,"metropolitan",1,1,1.5,2416,0.98,1.210483049
"1179",2,0,"metropolitan",2,2,1.5,4854,13.3,1.267814183
"1180",2,0,"metropolitan",2,2,1.5,4854,13.3,1.279140599
"1181",2,0,"metropolitan",2,2,0.7,3094,15.2,1.116521823
"1182",4,0,"urban",3,4,3.5,2907,1.9,1.439412179
"1183",4,0,"urban",3,4,3.5,2907,17.1,3.442253861
"1184",4,2,"rural",1,2,0.15,3590,15.2,1.209636999
"1185",4,0,"urban",3,2,0.3,7566,3.8,0.572000924
"1186",2,0,"metropolitan",1,2,0.7,4630,11.4,2.197342727
"1187",2,0,"metropolitan",1,2,0.7,4630,11.4,1.777053912
"1188",4,0,"metropolitan",3,4,0.15,4238,4.75,0.688870783
"1189",4,0,"metropolitan",3,4,0.15,4238,31.59,0.781646157
"1190",1,0,"metropolitan",1,1,0.05,1095,31.35,3.285581342
"1191",3,0,"rural",3,1,0.15,2970,2.85,1.038791475
"1192",5,2,"metropolitan",1,3,0.05,3491,3.8,0.96342634
"1193",5,2,"metropolitan",1,3,0.05,3491,4.75,0.947612983
"1194",5,2,"metropolitan",1,3,0.05,3491,31.59,1.262030666
"1195",2,0,"urban",2,2,0.3,4509,21.85,0.884513152
"1196",2,0,"metropolitan",1,1,0.3,2338,6.18,0.686658536
"1197",2,0,"metropolitan",1,1,0.3,2338,6.18,0.913576427
"1198",1,0,"urban",1,1,0.3,1863,14.25,4.705028768
"1199",3,0,"urban",3,2,0.3,3316,7.51,3.506522635
"1200",3,0,"urban",3,2,0.3,3316,6.86,1.386996001
"1201",3,0,"urban",3,2,0.3,3316,6.86,1.386996001
"1202",3,0,"urban",3,2,0.3,3316,18.05,1.518183547
"1203",1,0,"metropolitan",1,1,0.3,2378,11.4,0.938111377
"1204",4,0,"metropolitan",1,3,0.05,3057,0.69,0.251404679
"1205",4,0,"metropolitan",1,3,0.05,3057,1.43,0.81478676
"1206",4,2,"metropolitan",1,2,0.05,2769,0.95,0.436899119
"1207",2,0,"urban",2,1,0.05,4192,0.57,1.037254498
"1208",1,0,"metropolitan",0,1,0.7,1524,45.13,4.807165337
"1209",3,1,"metropolitan",1,3,0.3,3292,0.49,0.917909416
"1210",3,1,"metropolitan",1,3,0.3,3292,23.75,0.526670282
"1211",3,1,"metropolitan",1,3,0.3,3292,0.1,0.486176695
"1212",4,0,"rural",2,2,0.3,4678,0.49,0.42906078
"1213",4,0,"rural",2,2,0.3,4678,0.88,0.38815121
"1214",4,2,"rural",2,1,3.5,3176,39.9,1.267643988
"1215",2,0,"metropolitan",2,1,0.05,4453,0.1,0.399157895
"1216",2,0,"urban",1,2,0.7,2699,5.42,1.53799896
"1217",5,3,"urban",2,3,0.7,3198,19,0.565990389
"1218",5,3,"urban",2,3,0.7,3198,6.65,0.426627516
"1219",3,0,"rural",3,2,0.3,1759,23.75,1.117637505
"1220",3,0,"rural",3,2,0.3,1759,12.35,0.626519412
"1221",2,0,"metropolitan",2,2,0.05,2523,2.85,4.124795241
"1222",2,0,"metropolitan",2,2,0.05,2523,6.65,4.098843244
"1223",2,0,"metropolitan",0,1,0.15,1428,10.38,2.222431915
"1224",2,0,"urban",2,2,0.7,2990,10.45,0.313111834
"1225",4,2,"metropolitan",2,2,0.15,2627,2.94,1.039793739
"1226",2,0,"metropolitan",2,1,0.7,4630,13.3,1.202816039
"1227",2,0,"rural",1,1,0.05,1970,6.32,1.30603133
"1228",3,0,"urban",2,3,0.7,4912,1.14,1.267365759
"1229",3,0,"urban",2,3,0.7,4912,1.18,1.267365759
"1230",3,0,"urban",2,3,0.7,4912,0.95,0.680625162
"1231",3,0,"urban",2,3,0.7,4912,0.95,0.680625162
"1232",3,0,"urban",2,3,0.7,4912,1.14,0.731401968
"1233",3,0,"urban",2,3,0.7,4912,1.14,0.731401968
"1234",1,0,"urban",1,1,0.3,2566,27.55,1.178179003
"1235",2,0,"urban",1,0,0.7,2077,10.45,0.486142966
"1236",2,0,"urban",1,0,0.7,2077,10.45,0.445309374
"1237",4,2,"metropolitan",2,2,0.05,2087,12.35,1.168359815
"1238",2,0,"urban",1,2,0.3,5421,2.94,1.35523914
"1239",2,0,"urban",1,2,0.3,5421,7.6,1.332994699
"1240",1,0,"urban",0,1,0.05,554,2.85,2.497931783
"1241",3,0,"urban",3,1,0.05,2449,3.8,0.422756399
"1242",2,0,"metropolitan",2,2,0.7,3936,11.4,1.833172037
"1243",2,0,"metropolitan",2,2,0.7,3936,11.4,1.833172037
"1244",3,0,"urban",2,2,15,2218,12.35,0.543190968
"1245",5,2,"metropolitan",2,1,0.7,3198,11.76,1.189111179
"1246",3,1,"rural",2,1,0.7,3126,3.8,0.561769836
"1247",3,1,"rural",2,1,0.7,3126,3.8,0.561769836
"1248",5,3,"urban",1,1,0.3,2587,17.1,1.274525168
"1249",4,2,"metropolitan",2,1,0.15,4105,1.9,0.774558752
"1250",3,0,"metropolitan",3,3,0.15,2378,16.15,0.654589207
"1251",1,0,"urban",1,1,0.05,167,17.1,2.664989561
"1252",4,2,"rural",2,1,0.05,2278,38,1.59865254
"1253",4,2,"urban",2,2,0.7,3238,36.1,0.279631429
"1254",4,0,"rural",3,3,0.7,3846,19,1.130878522
"1255",4,0,"rural",3,3,0.7,3846,2.38,1.875900793
"1256",4,2,"metropolitan",2,2,0.3,6213,3.92,1.267365638
"1257",2,0,"metropolitan",2,2,0.3,2201,23.75,1.058131464
"1258",2,0,"metropolitan",2,2,0.3,2201,23.75,0.998775603
"1259",1,0,"metropolitan",1,1,0.3,2855,45.13,2.186723379
"1260",4,2,"rural",1,2,0.7,3341,1.08,1.206360161
"1261",4,2,"rural",1,2,0.7,3341,1.08,1.206360161
"1262",1,0,"metropolitan",1,1,0.15,1277,2.89,3.663190523
"1263",2,0,"urban",1,1,0.05,554,5.7,1.016595236
"1264",2,0,"metropolitan",3,0,0.7,4524,33.25,0.650653224
"1265",5,3,"urban",2,1,0.15,2047,30.4,0.768313913
"1266",2,0,"metropolitan",2,2,0.7,5731,8.55,1.366584434
"1267",2,0,"metropolitan",2,2,0.7,5731,13.3,1.378793245
"1268",2,0,"metropolitan",1,1,0.3,1992,11.4,0.726333307
"1269",4,2,"urban",2,1,0.05,3204,23.75,0.351393506
"1270",4,1,"urban",2,3,0.15,2945,14.25,0.487605611
"1271",4,1,"urban",2,3,0.15,2945,0.59,0.638249502
"1272",4,2,"urban",1,2,0.15,2453,26.6,0.987729004
"1273",4,2,"urban",1,2,0.15,2453,2.45,0.948349024
"1274",2,0,"metropolitan",2,2,0.3,2320,17.1,1.62412236
"1275",2,0,"metropolitan",2,2,0.3,2320,0.49,2.042551876
"1276",2,0,"metropolitan",2,2,0.3,2320,0.49,2.042551876
"1277",2,0,"rural",2,1,0.05,1848,9.5,0.745358514
"1278",4,0,"metropolitan",1,2,0.7,2936,0.98,0.747431802
"1279",4,0,"metropolitan",1,2,0.7,2936,1.47,0.578702876
"1280",3,1,"metropolitan",1,2,0.15,3250,3.34,0.653053385
"1281",4,2,"rural",1,1,1.5,1012,2.38,0.915861779
"1282",2,0,"urban",2,1,0.3,2302,16.15,0.989034169
"1283",3,0,"rural",4,1,0.7,7377,26.6,1.200833622
"1284",3,1,"urban",1,1,0.7,1668,14.25,0.450104124
"1285",5,3,"urban",2,2,0.15,2427,15.2,1.117260002
"1286",5,3,"urban",2,2,0.15,2427,7.6,0.774335091
"1287",2,0,"rural",1,2,0.3,3041,11.76,1.539672023
"1288",4,0,"metropolitan",3,1,0.15,4203,5.7,1.221032661
"1289",4,2,"metropolitan",2,1,0.7,3575,9.5,0.677978756
"1290",3,0,"metropolitan",2,2,0.7,2682,9.5,0.920341697
"1291",3,0,"metropolitan",2,2,0.7,2682,9.5,0.870515025
"1292",2,0,"urban",2,2,0.7,5037,4.75,3.734711602
"1293",2,0,"urban",2,1,0.7,3761,14.25,0.489372155
"1294",2,0,"metropolitan",2,1,1.5,1746,2.38,1.268834903
"1295",5,3,"urban",2,2,0.05,8092,9.5,0.402247189
"1296",3,1,"metropolitan",2,2,0.15,7566,3.61,0.579327601
"1297",2,0,"metropolitan",2,2,0.05,3696,28.5,5.946380119
"1298",4,0,"urban",2,2,0.7,3153,15.2,0.530014931
"1299",2,0,"metropolitan",1,2,0.05,2211,1.35,1.591266738
